,movie,sentence,score,movieCd,movieNm
4471,자백,몰입감 장난아니네요 첫장면부터 마지막장면까지 진짜 숨 한번 안쉬고 초집중하면서 봤어요. 인비저블게스트 한국판+깜짝 반전 ,10,20198429,자백
4472,자백,몰입감 장난아니네요 첫장면부터 마지막장면까지 진짜 숨 한번 안쉬고 초집중하면서 봤어요. 인비저블게스트 한국판+깜짝 반전 ,10,20163041,자백
4473,늑대사냥,개토나온다 이딴걸 투자받고 영화로만든다는게 감독도 재정신아닌듯 ,2,20211472,늑대사냥
4474,자백,소재나 내용이 아주 마음에 듭니다.,10,20198429,자백
4475,자백,소재나 내용이 아주 마음에 듭니다.,10,20163041,자백
4478,인생은 아름다워,부모님 모시고 가서 보고 왔어요옛날 영화 &amp;#34;히말라야&amp;#34; 이후 아빠가 제일 재미있게 보신 인생 2번째 영화입니다.엄마도 신나서 노래 따라부르시고.. 음악에 흥도 엄청나고 재미있는데 감동까지 있는 뮤지컬 영화였어요. 진짜 좋은 추억이었습니다 !,10,19990140,인생은 아름다워
4480,인생은 아름다워,가벼운마음으로보러갔는데 인생을돌아보는계기가되었어요  넘 인생은 아름다운것이죠,10,19990140,인생은 아름다워
4481,자백,전개가 조금 아쉽지만 원작이 워낙 수작이라 평타는 친듯,8,20198429,자백
4482,자백,전개가 조금 아쉽지만 원작이 워낙 수작이라 평타는 친듯,8,20163041,자백
4483,인생은 아름다워,아바타이후로  심장저격~~웃으며 울며 감동감동~~OST도 넘 좋아요~~♡,10,19990140,인생은 아름다워
4485,캐릭터,러닝타임 긴대 스토리 탄탄해서 재밌게 봤음,8,19990115,캐릭터
4486,리멤버,통쾌한 복수의 카타르시스와 짜임새 있는 연출!!!! 여기에 이성민 남주혁 배우의 환상 케미와 완벽한 캐릭터 소화까지!!! 완전 리멤버 완벽 그잡채 ,10,20198461,리멤버
4487,리멤버,너무 통쾌했던 영화 정말 짜릿했습니다! 이성민 남주혁 둘이 케미가 너무 좋은듯…,10,20198461,리멤버
4489,늑대사냥,이게 왜 5점대지? 첨으로 댓글남김,1,20211472,늑대사냥
4492,자백,"진실은 얼마든지 왜곡될 수 있고, 법은 피해자에게 너무 가혹함을 느꼈습니다. 원작과 크게 다르진 않지만, 긴장 속에서 재밌게 봤습니다^^ ",9,20198429,자백
4493,자백,"진실은 얼마든지 왜곡될 수 있고, 법은 피해자에게 너무 가혹함을 느꼈습니다. 원작과 크게 다르진 않지만, 긴장 속에서 재밌게 봤습니다^^ ",9,20163041,자백
4495,늑대사냥,초반재밌있다가.. 이상하게 전개됨ㅋ,2,20211472,늑대사냥
4496,자백,잘짜여진 각본과  반전을 거듭하는 전개  무조건보세야,10,20198429,자백
4497,자백,잘짜여진 각본과  반전을 거듭하는 전개  무조건보세야,10,20163041,자백
4498,자백,와.. 반전..  나나 연기 생각보다 잘해서 놀랐네요. ,10,20198429,자백
4499,자백,와.. 반전..  나나 연기 생각보다 잘해서 놀랐네요. ,10,20163041,자백
4500,리멤버,역사를 잊은 민족에게 미래는없다…우리가 지금 현 시대를 살아가면서 꼭 필요한말이네요. 많은 것을 배우고 갑니다.,10,20198461,리멤버
4501,자백,"나나 연기 개쩌는듯,,, 추리하면서 보니까 전잼입니다",10,20198429,자백
4502,자백,"나나 연기 개쩌는듯,,, 추리하면서 보니까 전잼입니다",10,20163041,자백
4505,아빠가 여자를 좋아해,현실엔 김지석 같은 남자 없다. 하리수 처럼 예쁜 남자도 결혼 실패 하는데. 남자가 여장남자를 사랑한다고?? 성소수자는 인정받기 힘들다.  정신차려라. ,2,20090890,아빠가 여자를 좋아해
4507,늑대사냥,이게뭐야....??,1,20211472,늑대사냥
4509,정직한 후보2,적당한 팝콘무비 였습니다,8,20219628,정직한 후보2
4511,자백,연기는 형편없고 스토리도 억지 스럽고 외국영화로 나온걸 한국에서 만들엇는데 한마디로 내 시간  돌려 줘.  참고로 외국영화는 재밋게 봣음. 스릴러의 모든 요소가 빠져서 김빠진 맥주 마시는 기분.,1,20198429,자백
4512,자백,연기는 형편없고 스토리도 억지 스럽고 외국영화로 나온걸 한국에서 만들엇는데 한마디로 내 시간  돌려 줘.  참고로 외국영화는 재밋게 봣음. 스릴러의 모든 요소가 빠져서 김빠진 맥주 마시는 기분.,1,20163041,자백
4514,귀못,극장에서 봤던 영화중에 최악임 한시간도 안보고 나왔음,1,20227225,귀못
4515,자백,스토리 탄탄하고  재밌었어요 나나 배우님이  생각보다  연기력  뛰어났어요 소지섭 김윤진  배우님은  당연히원작을  못봤지만  너무  재밌었어요 강추  합니다,10,20198429,자백
4516,자백,스토리 탄탄하고  재밌었어요 나나 배우님이  생각보다  연기력  뛰어났어요 소지섭 김윤진  배우님은  당연히원작을  못봤지만  너무  재밌었어요 강추  합니다,10,20163041,자백
4517,늑대사냥,물음표를 던지게 만드는 영화였다.속시원하지 않게 끝나는 결말도..속편이 나와야 할거 같다 ,4,20211472,늑대사냥
4518,자백,"소지섭 연기력,, 눈빛,, 비주얼 최고 몰입도 강력크~~",10,20198429,자백
4519,자백,"소지섭 연기력,, 눈빛,, 비주얼 최고 몰입도 강력크~~",10,20163041,자백
4520,자백,개연성이 너무 떨어짐. 증거를 찾아가는  중간 과정 생략,4,20198429,자백
4521,자백,개연성이 너무 떨어짐. 증거를 찾아가는  중간 과정 생략,4,20163041,자백
4522,헌트,"스토리, 연출, 연기 너무 좋았다. 이정재 감독으로서의 역량을 확인했다. 과연 의란 무엇인가.",10,20211792,헌트
4523,자백,시사회 다녀왔습니다.원작을 너무 잼나게 봐서 걱정이 앞섰는데요. 리메이크작임에도 몰입감 최고였습니다.!! 대박 기원할게요.~,10,20198429,자백
4524,자백,시사회 다녀왔습니다.원작을 너무 잼나게 봐서 걱정이 앞섰는데요. 리메이크작임에도 몰입감 최고였습니다.!! 대박 기원할게요.~,10,20163041,자백
4526,리멤버,개인적으로 전개는 조금 아쉬웠지만 주는 메세지는 좋았습니다 ,7,20198461,리멤버
4527,자백,짱짱 핵꿀잼2시간 순삭,10,20198429,자백
4528,자백,짱짱 핵꿀잼2시간 순삭,10,20163041,자백
4529,늑대사냥,별점도아깝다 고구마 백만개먹은거같네,1,20211472,늑대사냥
4531,늑대사냥,갑자기 최귀화머냐.좀비사냥으로바꿔라. 겁나웃김.,2,20211472,늑대사냥
4533,리멤버,이성민 배우 연기 정말 좋습니다. 친일파들 보고 반성했으면 좋겠네요.,8,20198461,리멤버
4534,늑대사냥,아 집중하고보았던 내 시간이 사냥되었다,2,20211472,늑대사냥
4535,리멤버,스토리 적당한 감동 노인네의 액션도 꽤 볼만합니다. 마지막 장면은 여운이 가시질 않네요.,9,20198461,리멤버
4536,리멤버,영화 정보 안보고 가서보면서 ’눈이 부시게‘ 인줄 알았으나 아니였다.친구가 보기전에 평점보더니노잼이래 했지만 보고나니 재밌다했음. 역시 줏대있게 보고 판단 해야 한다고 생각함.,8,20198461,리멤버
4537,자백,기대없이 봤는데 생각보다 정말 괜찮아요ㅋ 반전묘미ㅋ,8,20198429,자백
4538,자백,기대없이 봤는데 생각보다 정말 괜찮아요ㅋ 반전묘미ㅋ,8,20163041,자백
4539,리멤버,역사를잊지맙시다역사바로알기,10,20198461,리멤버
4540,자백,몰입해서 봤어요 결말보다 과정이 훨씬 더 흥미로운 영화,10,20198429,자백
4541,자백,몰입해서 봤어요 결말보다 과정이 훨씬 더 흥미로운 영화,10,20163041,자백
4542,컴백홈,기대를 너무 안 해서 그런가.. 재미있게 봤어요. 주연부터 조연까지 연기가 정말 좋아요.,8,20217624,컴백홈
4543,늑대사냥, 아니 잔인하다고 평점 그지같이 주는건 이해가 안가는데? 잔인하다고 상영전부터 광고를 했는데 19금 영화에 고어 있다고 평점 나락주는게 맞는거임?  솔직히 7점정도 영화고 오히려 고어해서 5점자리 스토리 10점 줬다 주인공이 너무 의미없이 빨리 뒤져서 맥빠졌고 초반 범죄 고어 좋았는데 뒤에 좀비물이 돼서 김빠졌네 개연성이 너무 없었음 하지만2편은 기대가 된다 하드코어 계속 밀어 붙이고 스토리만 탄탄하게 가자,10,20211472,늑대사냥
4544,리멤버,가슴 아픈 역사다...,8,20198461,리멤버
