,movie,sentence,score,movieCd,movieNm
7553,늑대사냥,너무 잔인함 안그래도 생뚱맞은 스토리인데 성동일은 왜 나오냐.. 어처구니가 없어진다 영화가..아주 막나니 영화되어버리네..  성동일만 아니여도 색다르다 정도였는데  생뚱맞은 영화로. 괜히 봤다 정도..,2,20211472,늑대사냥
7554,인생은 아름다워,평이한 내용 이었지만 인생을 생각하고 삶을 어떻게 살아야할지 한번쯤 다시 생각하게 했던 코믹하지만 눈물도 많이 흘렸던 최고의 영화였어요~꼭 보세요~ ,10,19990140,인생은 아름다워
7557,에이비식스 : 테이크 어 챈스,큰 스크린으로 보니 감동적이에요,10,20227506,에이비식스 : 테이크 어 챈스
7559,늑대사냥,약간 마녀 보는느낌서인국 새로운모습!,10,20211472,늑대사냥
7560,용쟁호투,이소룡 무술연기만 볼만하다.,4,19980204,용쟁호투
7561,늑대사냥,서인국은 봐줄만한데  정소민은  하아  연기실화냐 진짜ㅡㅡ 정소민 죽을때  젤   사이다ㅋㅋㅋ경찰이다  하는데  웃겨디지는줄   보다보니  마녀랑  비스므리ㅡㅡ,4,20211472,늑대사냥
7563,인생은 아름다워,엄마아빠는 80년대 학번인데 아이들은 중고생. 뭔가 안맞아요… ㅡㅡ;;; 헛웃음 나오는 영화. 지겨워 죽는줄 알았어요~,2,19990140,인생은 아름다워
7564,롱 리브 더 킹: 목포 영웅,이건 연출도 글코 배우들 연기가 좋았음.,8,20198453,롱 리브 더 킹: 목포 영웅
7566,늑대사냥,고어물좋아하는 나로서는 대 만족우리나라도 이제진짜 잘만드네고어물안좋아하는 사람은보지마세요밥못먹어요,10,20211472,늑대사냥
7568,육사오(6/45),고경표배우와 이이경 배우의  코믹연기가 넘 웃겼습니다.조연배우님들도~,10,20217826,육사오(6/45)
7569,미옥,재밌었는데 평점이왜이리...,8,20161681,미옥
7570,늑대사냥,와 이런영화 억지로 민들기도 힘들듯 ㅋㅋㅋ,1,20211472,늑대사냥
7573,캐릭터,내가 좋아하는 일본영화만의 스릴러 분위기가 가득해서 좋았다. 군데군데 아쉬운 전개도 있었지만 전체적인 스토리가 너무나 탁월하고 만화 그림체가 너무 좋아서 더 재밌었다,9,19990115,캐릭터
7575,늑대사냥,영화 진행상 어쩌다가 개연성에서 벗어 나는건 그럴수 있다고쳐도 ㅋㅋㅋ 시나리오 쓰면서 게으름을 피우고 귀차니즘에 빠져 대충 대충 만들다보니 피 칠갑을 하고도 하나도 섬뜩하지 않고 피식거리며 봤음 ㅋㅋㅋ ,1,20211472,늑대사냥
7579,대무가,"그냥 보시라!보고나서 이야기하시라!선입견과 편견에 홍보 부족으로 넘지 못한 티켓들이여 묻지마 관람하시라!타종교신자들도 열린마음으로 보시라!목사, 신부님, 스님처럼 그들도 지친영혼을치료하는 함께 아파하는 존재이다.선입견에서 나오시라!기존 역할에 익숙한 배우와 무당과 뒷골목 양아치 이야기라고 생각하면 오산이다. 보통의 일인들에겐 익숙하지만 수면위로 내놓고 이야기하길 꺼리는 존재를 대놓고 이런 영화입니다라고 말하는 영화는 근래들어 오랫만이다.익숙한 역할에 예상된 반응을 가볍게 깨버리고 나도 이런 역활할 수 있다란듯이 각자 변신하기 바빴겠다.특히 청담도령과 정경호의 변신이 시선을 잡았다.신남도 이름처럼 신나게하는 재주가 있다.간간히 들어 있는 작은 이야기도 볼꺼리다.재치만점 감독이랄까도전을 두려워하지않는 모습이 작품에 잘 표현되 있다.마당학원에서 간간히 포커스가 맞지않는 컷이 거슬리긴했다.마지막 엔딩곡을 크래딧과 함께 들어주길 바란다.보면 안다! ",10,20208101,대무가
7583,늑대사냥,이감독영화는 거른다 내 손자까지 ,1,20211472,늑대사냥
7585,공조2: 인터내셔날,1편보다 모든 면에서 업그레이드된 재미였습니다. 전편에서 역할이 작았던 배우들도 이번에 활약을 많이 해서 좋았네요. 잼나게 잘 봤어요.,9,20215601,공조2: 인터내셔날
7587,인생은 아름다워," 매달 4번째 월요일날 영화 보는 60대 친구들 6명이 공감한, 모처럼 따뜻하면서도 울다가 웃다가 감동적인 영화 !!신파적이지 않고 구질구질하지 않고 산뜻하면서도 유쾌합니다~^^",10,19990140,인생은 아름다워
7588,젊은 남자,옛날 그때의 패션을 보는것만해도 눈이 즐겁 모델인 애들만 나와서 그런가 패션이 다양하다,5,19940005,젊은 남자
7589,인생은 아름다워,울다 웃다 너무 잘봤어요.. 감정이입이 너무 되어서 너무 많이 울고 웃었어요. ,10,19990140,인생은 아름다워
7590,늑대사냥,마녀저리가라..난 완전재밌었음..근데 이게 심의가 났다는게 신기하네,10,20211472,늑대사냥
7593,대무가,신선한 작품 참 좋네요감독 배우 좋아요재밌게 잘 봤어요 ,10,20208101,대무가
7594,인생은 아름다워,진짜 감동적입니다. 요근래에 본 영화중에 가장 볼만했네요.,10,19990140,인생은 아름다워
7596,은밀하게 위대하게,진짜 너무 재밌고 감동이다 평점 저딴식인애들은 뭐냐?,10,20126672,은밀하게 위대하게
7599,퍼펙트 게임,가슴이 몽글 몽글 따뜻해져요. 스포즈에 진정한 승부도 넘 멋지고... 오래만에 넘 좋은 영화를 보니 좋네요. 실화를 바탕으로 했다니... 선동열&amp;최동원 선수도 멋지공!!! 쵝고입니당. ,10,20113260,퍼펙트 게임
7600,인생은 아름다워,넘 재밌어요!!!꼭보세요두번보세요,10,19990140,인생은 아름다워
7602,늑대사냥,다음웹툰 표류감옥 보는느낌이네요기대를 너무 많이했어서 생각보다 별로네요,5,20211472,늑대사냥
7604,공조2: 인터내셔날,액션과 유머의 부조화...뭔가 아쉽네요.,6,20215601,공조2: 인터내셔날
7607,늑대사냥,감독이 관객에게 뭘 원하는지 모르겠다,1,20211472,늑대사냥
7608,인생은 아름다워,아ㅜ진짜 너무 잘만들었어요ㅠㅠㅠ아 어어아라러루ㅠ류류ㅠ류류,10,19990140,인생은 아름다워
7609,컴백홈,이런 영화를 만드는 사람들이 있네 ,3,20217624,컴백홈
7612,컴백홈,이것도 영화냐이따위것도 영화야,1,20217624,컴백홈
7615,미드나이트,연기는 좋았는데 스토리가 ㅜㅜ마지막쯤이는 어이없는 상황이 많이 벌어져여 ㅜㅜ,6,20198161,미드나이트
7616,인생은 아름다워,내이야기 내친구 이야기라서 더 아련했음 염정화의 자연스러운 연기가 돋보임,10,19990140,인생은 아름다워
7619,늑대사냥,vod로 봄. 잔인한거 잘봐서 그부분은 괜찮았는데 피를 왤케 뿌려대는지 영화퀄만 낮아짐. 형사vs범인구도를 계속 끌고가다가 극 후반에 괴물 등장하는게 더 좋았을 듯. 괴물이 너무 빨리나와서 재미반감,6,20211472,늑대사냥
7622,늑대사냥,이게 뭐가 잔인하다고 생 난리를 피는지 이해가 안간다 ,10,20211472,늑대사냥
7624,귀못,안보면 후회 ㅋ나만당할수 없러서 글 남김미다,2,20227225,귀못
7626,늑대사냥,다음에 또 이런 영화볼까바두렵다..진심..,1,20211472,늑대사냥
7630,늑대사냥,이건 도대체... 장르가 뭐냐? ㅡㅡ,2,20211472,늑대사냥
7639,해적: 도깨비 깃발,"해상씬, 액션씬이 멋지다. 그리고 그 뿐이다.",6,20201965,해적: 도깨비 깃발
7641,킹메이커,실화에서 시작된 허구일지라도 진짜처럼 느껴지는건 지금 현실이 그때와 별반 다르지 않기 때문이겠지,7,20188441,킹메이커
7644,게이트,존잼인디ㅋㅋㅋ 약간 극한직업 느낌있음 ㅋㅋ영화관서 돈주고 안봐서 그런가 넷플에 떠서 봤는데 재미짐,10,20189663,게이트
7658,외계+인 1부,너무 많은 걸 보여주려고 한 게 되려 이도저도 아닌 어중간한 느낌을 준다. 그래도 담편 마무리는 보고 싶다.,7,20208446,외계+인 1부
7660,비상선언,중반까지 잘 날다가 한순간에 추락하면서 엄청 찜찜한 뒷맛을 주는데 그 뒷맛의 타격감이 너무 크다,5,20196410,비상선언
7669,낮과 달,편하게볼만한영화 소소하게 웃음포인트도있고 재밌네요 ,10,20211566,낮과 달
7671,외계+인 1부,믿고 보는 감독과 배우들!CG 퀄리티가 높아서 유치하지 않았다,8,20208446,외계+인 1부
7672,인생은 아름다워,따뜻한 영화. 많은 생각에 잠길 수 있었음.,10,19990140,인생은 아름다워
7673,중경삼림,볼때마다 사랑스러운.. 그래서 사랑할 수밖에 없는 작품,9,20071054,중경삼림
7674,소설가의 영화,재미있는건가 싶다가도 어느새 재미있게 보고 있는 날 발견.,7,20223620,소설가의 영화
7677,인생은 아름다워,"그냥 vod용 ㅠ 처음부터 즙짜는 스토리로 억지 눈물흐르게 만드려는 내용,, 뮤지컬 영화면 직접 뮤지컬 넘버를 작곡해야하는데 그냥 거의 있는 음악들 사용,, 고민하다가 가서 봤는데 상영시간은 왜이리 긴지 넘 지루했다 ,,, ㅠ ",1,19990140,인생은 아름다워
7680,멋진 하루,병운이랑 하루종일 같이 걷고싶다. 그럼 마음이 편해질것 같다. ,10,20081002,멋진 하루
7681,늑대사냥,다운 받았어 봤는데요 짱재미 있었습니다 ㅜㅜ늑대 사냥 2 나오게 된다면요 이도 일역 한 분이 아들 찾는가는 쪽으로 가면서 좋겠습니다나중에는 이도일 아들이 자기 아버지 알아보고 아들이 대신 복수하는 영화로 반절 있으면 좋겠습니다.그리고 늑대 사냥 마지막에는 반전 있었어 정말 재미게 잘 보았습니다 늑대 사냥 2 나왔으면 좋겠습니다 ㅜㅜ ,8,20211472,늑대사냥
7683,인생은 아름다워,"부모님과 함께 볼 수 있었던 소중한 영화였습니다, 따뜻한 삶, 감사한 삶 입니다.",10,19990140,인생은 아름다워
7684,늑대사냥,0.1점도1점도 아깝다 ,1,20211472,늑대사냥
7687,헤어질 결심,한번 봤을 때보다 두번 볼 때가 더 좋은.. 두번 봤을 때보다 세번 볼 때가 더 좋은.. 보면 볼수록 더 좋은 로맨스 영화다.,9,20209654,헤어질 결심
7689,한산: 용의 출현,시원하게 때려부수고 쓸데없는 감정씬 덜어내면서 충분히 영화적 매력과 역사적 의미에 흠뻑 젖을 수 있게 만드는 작품,8,20209343,한산: 용의 출현
7692,헌트,수많은 역사적 사건을 잘 엮으면서도 이야기의 긴장감은 계속 유지해줘 끝까지 집중력있게 볼 수 있다. 차기작이 기대된다.,8,20211792,헌트
7698,늑대사냥,고어물은 원래 내용 따윈 중요하지 않다.. 영상 하나로 매니아들을 끌어들이는게 고어물이지..맨날 외국것만 보다가 한국 배우들이 나오는 고어물을 봐서 좋긴 한데 뚝배기 깨는거 외엔 묘사가 좀 약한게 아닌가 싶다. 외국처럼 곱창파티도 하고 골수도 쏟아내고 해야지. 감독이 너무 선지국만 선호하는거 아녀? 서인국이 주인공인줄 알았는데 바밖에 안나오고 죽고 주인공이 누구인지는 명확하게 합시다 ㅎㅎ,6,20211472,늑대사냥
7702,국가부도의 날,재개봉할 필요가 있는 국민 교양 영화. ,10,20177552,국가부도의 날
7706,늑대사냥,진짜 1점도 아깝다. 내시간 돌리도,1,20211472,늑대사냥
7708,공조2: 인터내셔날,"공조1 보다 코믹한 포인트가 더 많았던 거 같아요!유해진, 현빈, 다니엘 헤니 세 명의 배우 케미가 굿굿!그리고 윤아...너무 이뻐...",9,20215601,공조2: 인터내셔날
7709,늑대사냥,현실감이 너무 떨어져서 나중엔 잔인한지도 모르겠더라 감독이 이 영화를 통해 무얼 전달하고 싶었는지도 전혀 모르겠고...,1,20211472,늑대사냥
7711,캐릭터,꽤 괜찮은 스릴러 몰입감 좋고 재밌어요 ,10,19990115,캐릭터
7712,강철비2: 정상회담,기대없이 봤는데 연출 늘어짐 없다. 출연자들 연기도 탁월마지막에 왜 울컥하는건데. 통일이 코앞에 있는거 같지만 영화에서처럼 북한의 지도자가 정상적인 인물이 나올까도 싶고(제발 나와주길)이런 한반도 지리학적 정치적관계 영화 계속 만들어져야 함으로 10점 만점 줍니다. ,10,20196271,강철비2: 정상회담
7713,"지금, 만나러 갑니다",담백한 영상과 일본 특유의 위트,8,20050042,"지금, 만나러 갑니다"
7715,마파도,아무생각 없이 그저 웃기만 하면 되는 영화,8,20040778,마파도
7716,셰익스피어 인 러브,오래오래 기억에 남을 만한 좋은 작품,9,19990138,셰익스피어 인 러브
7717,늑대사냥,ㅇ ㅑ이 si발ru마 이것도 영화라고 만들었냐??,1,20211472,늑대사냥
7721,적인걸: 측천무후의 비밀,범인이 딱 보였어요 무협 액션은 좋았어요 ,10,20100977,적인걸: 측천무후의 비밀
7728,늑대사냥,인생 최악의 영화 베스트5,1,20211472,늑대사냥
7729,캐릭터,즐겁게 보고 왔습니다.,8,19990115,캐릭터
7732,인생은 아름다워,올해본영화중에 젤좋아요류승룡님 연기짱,10,19990140,인생은 아름다워
7734,늑대사냥,c급 슬래셔 무비 7광구는 신사적 영화였다,1,20211472,늑대사냥
7738,인생은 아름다워,3년만에 본 영화 였는데 눈물이 주룩주룩~신랑이랑 다시 보러가려구요  정말 울다웃다 울다 감동이었습니다~,10,19990140,인생은 아름다워
7740,늑대사냥,영화가 아니라 쓰레기를 만들어 놨네,3,20211472,늑대사냥
7741,인생은 아름다워,자극적인 영화가 난무하는 세상에 이런 따뜻한 영화도 한편 필요하지 않을까? 20대를 연기하는 류승룡만 견디면 충분히 볼만한 영화입니다.,9,19990140,인생은 아름다워
7742,인생은 아름다워,인생은 아름다워 포스터 자체가 미친 거 아닙니까?! 저런 위험하고 교통법규 위반 사진을 포스터로 쓰다니요?! 혹시 차 서 있는 겁니까?!서 있는 것이라도 말이 안되죠! 도로 한복판에서... 포스터 때문에 영화 안 봅니다! 진심,1,19990140,인생은 아름다워
7744,늑대사냥,이 영화는 대한적십자에서  싫어합니다,2,20211472,늑대사냥
7745,늑대사냥,서인국은 에이스가 아니였습니다~ ㅎㅎ,6,20211472,늑대사냥
7748,캐릭터,결말만 아니였어도 평타나 그이상은,7,19990115,캐릭터
7751,늑대사냥,표현에 있어서 과함이 좀 있지만 장르적으로 밀어부친 뚝심이 좋았네요,7,20211472,늑대사냥
7754,인생은 아름다워,큰기대없었는데 정말 재밌네요~ 그냥 좋다고 들었던 노래들이 스토리에 녹아드니까 느낌이 또 다릅니다ㅠ 이시대 부모님들께 추천 또 추천!!,10,19990140,인생은 아름다워
7755,인생은 아름다워,어머니 생각을 하게하고 눈물을 맺히게 하지만 흘리게는 하지못했다.,6,19990140,인생은 아름다워
7758,인생은 아름다워,ㅠㅠ 마지막 장면에서 정말 펑펑 울었어요 있을때 잘해야하는데.. 왜 있으면 소중한걸 잊을까요,7,19990140,인생은 아름다워
