,peopleCd,peopleNm,repRoleNm,filmoNames,movieCd
56249,10057393,이종용,감독,휴머니스트,20010042
56260,20370629,오미선,감독,아르코라이브 뮤지컬 안테모사,20206305
56261,20370642,이정민,감독,아르코라이브 뮤지컬 안테모사,20206305
56287,10003489,김휘,감독,석조저택 살인사건,20156708
56288,10061563,정식,감독,석조저택 살인사건,20156708
56298,20151358,김태훈,감독,달려라 자전거,20081090
56299,10058621,임성운,감독,달려라 자전거,20081090
56321,20113788,임왕태,감독,이별식당,20202181
56322,10036678,소재영,감독,이별식당,20202181
56342,20183059,곽기봉,감독,마이 라띠마,20124069
56349,20100600,한상민,감독,나의 불행에는 이유가 있다,20101111
56354,20153480,이희섭,감독,두 개의 연애,20155335
56355,10065915,조성규,감독,두 개의 연애,20155335
56378,20112454,김택규,감독,18: 우리들의 성장 느와르,20123500
56379,20162219,한윤선,감독,18: 우리들의 성장 느와르,20123500
56407,10056161,이수진,감독,한공주,20134122
56421,20172723,장현상,감독,네버다이 버터플라이,20138162
56422,20186574,장현영,감독,네버다이 버터플라이,20138162
56436,20243869,이윤호,감독,멜리스,20157441
56437,20206966,김용운,감독,멜리스,20157441
56450,20278069,최나니,감독,그림자 먹는 개,20176765
56460,10058621,임성운,감독,스파이 파파,20112181
56461,10087622,한승룡,감독,스파이 파파,20112181
56475,20112640,안지혜,감독,가위,20000009
56476,10005622,김정필,감독,가위,20000009
56477,10043339,안병기,감독,가위,20000009
56478,10028754,박성균,감독,가위,20000009
56484,10062427,정혜영,감독,나는 공무원이다,20113391
56485,10002240,구자홍,감독,나는 공무원이다,20113391
56497,10056846,이태겸,감독,소년감독,20072052
56517,10001829,고형주,감독,"대한이, 민국씨",20071047
56518,10029224,박종영,감독,"대한이, 민국씨",20071047
56519,10072794,최진원,감독,"대한이, 민국씨",20071047
56545,10026745,문승욱,감독,로망스,20060047
56546,20123348,소준문,감독,로망스,20060047
56547,20241988,하명미,감독,로망스,20060047
56548,10001291,게오르그 쒸제벨,감독,로망스,20060047
56549,10006599,카트린느 브레이야,감독,로망스,20060047
56555,10057096,이일목,감독,휘모리,19940057
56560,10061231,전규환,감독,불륜의 시대,20111087
56561,10029473,박해오,감독,불륜의 시대,20111087
56562,10087738,한종훈,감독,불륜의 시대,20111087
56579,20318752,조민재,감독,작은 빛,20183572
56599,10028577,박동훈,감독,계몽영화,20100053
56600,10058106,이현승,감독,계몽영화,20100053
56601,10027878,민환기,감독,계몽영화,20100053
56602,20031742,박성진,감독,계몽영화,20100053
56634,10005426,김인식,감독,그녀의 비밀정원,20205378
56645,10004439,김상찬,감독,중독노래방,20149571
56668,20153480,이희섭,감독,고양이 집사,20199532
56693,20113565,박상욱,감독,바다로 가자,20183791
56694,20178600,김량,감독,바다로 가자,20183791
56705,10089612,홍수동,감독,청춘학당 : 풍기문란 보쌈 야사,20148071
56706,20188227,도창훈,감독,청춘학당 : 풍기문란 보쌈 야사,20148071
56737,10089901,홍창표,감독,식객,20070435
56738,10061405,전윤수,감독,식객,20070435
56767,20324892,김병기,감독,삽질,20190678
56768,20309690,안정호,감독,삽질,20190678
56776,20243869,이윤호,감독,콜리션,20169603
56787,20214386,노병하,감독,미션: 톱스타를 훔쳐라,20153821
56796,20112075,김건,감독,패밀리마트,20101282
56800,10087658,한영희,감독,안녕 히어로,20169270
56801,10089864,홍지유,감독,안녕 히어로,20169270
56802,20121205,넝쿨,감독,안녕 히어로,20169270
56822,20066385,이상용,감독,사랑방 선수와 어머니,20060425
56823,10058676,임영성,감독,사랑방 선수와 어머니,20060425
56824,10006219,김해곤,감독,사랑방 선수와 어머니,20060425
56825,10062006,정용기,감독,사랑방 선수와 어머니,20060425
56826,20143761,한승훈,감독,사랑방 선수와 어머니,20060425
56827,20113592,송종훈,감독,사랑방 선수와 어머니,20060425
56856,10049723,여균동,감독,예수보다 낯선,20183382
56903,10090426,황희성,감독,키스,20112842
56904,10090426,황희성,감독,키스,19990221
56905,10057304,이정원,감독,키스,20112842
56906,10057304,이정원,감독,키스,19990221
56907,20112655,김진희,감독,키스,20112842
56908,20112655,김진희,감독,키스,19990221
56909,20168867,강호준,감독,키스,20112842
56910,20168867,강호준,감독,키스,19990221
56911,10019966,리차드 라그라브네스,감독,키스,20112842
56912,10019966,리차드 라그라브네스,감독,키스,19990221
56913,10035506,서용호,감독,키스,20112842
56914,10035506,서용호,감독,키스,19990221
56921,10062335,정초신,감독,미스체인지,20130706
56927,20254416,이순범,감독,이웃집 스타,20172964
56928,10004610,김성욱,감독,이웃집 스타,20172964
56954,20113554,박홍준,감독,야간비행,20147432
56955,20112454,김택규,감독,야간비행,20147432
56956,10056129,이송희일,감독,야간비행,20147432
56973,20128609,이승준,감독,돌이킬 수 없는,20101039
56974,10000210,가스파 노에,감독,돌이킬 수 없는,20101039
56975,20151358,김태훈,감독,돌이킬 수 없는,20101039
56976,10065915,조성규,감독,돌이킬 수 없는,20101039
56977,20110814,박수영,감독,돌이킬 수 없는,20101039
56978,10006604,클레르 드니,감독,돌이킬 수 없는,20101039
56990,10006148,김태형,감독,비밀애,20100107
56991,10029478,박헌수,감독,비밀애,20100107
56992,10073226,노구치 테루오,감독,비밀애,20100107
56993,10019026,류훈,감독,비밀애,20100107
56994,10002520,권지연,감독,비밀애,20100107
57000,10004950,김영남,감독,보트,20090289
57001,10047766,에드워드 F. 클라인,감독,보트,20090289
57010,20112640,안지혜,감독,"바다 쪽으로, 한 뼘 더",20090264
57011,20330573,함혜경,감독,"바다 쪽으로, 한 뼘 더",20090264
57012,10043558,안슬기,감독,"바다 쪽으로, 한 뼘 더",20090264
57013,10072763,최지영,감독,"바다 쪽으로, 한 뼘 더",20090264
57030,20111087,이민재,감독,내 생애 최악의 남자,20070107
57031,20111134,손현희,감독,내 생애 최악의 남자,20070107
57065,20153480,이희섭,감독,꽃미남 연쇄 테러 사건,20070293
57066,10054870,이권,감독,꽃미남 연쇄 테러 사건,20070293
57083,20151358,김태훈,감독,사랑할 때 이야기하는 것들,20060339
57084,10031359,변승욱,감독,사랑할 때 이야기하는 것들,20060339
57098,20305449,김승우,감독,가을로,20060288
57099,10003845,김대승,감독,가을로,20060288
57112,10028957,박영훈,감독,댄서의 순정,20050077
57113,20124877,임진승,감독,댄서의 순정,20050077
57114,20140497,김지연,감독,댄서의 순정,20050077
57115,10019071,류승진,감독,댄서의 순정,20050077
57123,10057572,이지원,감독,주홍글씨,20040671
57124,10031397,변혁,감독,주홍글씨,20040671
57125,20126213,배광수,감독,주홍글씨,20040671
57135,10060189,장민승,감독,얼굴 없는 미녀,20040625
57136,10005426,김인식,감독,얼굴 없는 미녀,20040625
57149,20141449,고락중,감독,사마리아,20040505
57150,20305731,이정향,감독,사마리아,20040505
57151,20240711,최유정,감독,사마리아,20040505
57152,20240710,노혜지,감독,사마리아,20040505
57153,20240709,신지수,감독,사마리아,20040505
57154,10060674,장훈,감독,사마리아,20040505
57155,10003696,김기덕,감독,사마리아,20040505
57156,10060556,장철수,감독,사마리아,20040505
57167,10057659,이창동,감독,아름다운 청년 전태일,19950050
57168,10088463,허진호,감독,아름다운 청년 전태일,19950050
57169,10057407,이종필,감독,아름다운 청년 전태일,19950050
57170,10028460,박광수,감독,아름다운 청년 전태일,19950050
57171,10057413,이종혁,감독,아름다운 청년 전태일,19950050
57177,20188775,신성섭,감독,천 번을 불러도,20148801
57195,20123348,소준문,감독,공범,20129606
57196,20183037,공병선,감독,공범,20129606
57197,10029363,박진표,감독,공범,20129606
57198,10002283,국동석,감독,공범,20129606
57199,10071589,장영치,감독,공범,20129606
57207,10057171,이장수,감독,낙원-파라다이스,20090803
57225,20130769,김묘욱,감독,킬 미,20081729
57226,10047074,양종현,감독,킬 미,20081729
57227,10056682,이영재,감독,킬 미,20081729
57242,20222226,이동진,감독,헬로우 마이 러브,20090574
57243,10004879,김아론,감독,헬로우 마이 러브,20090574
57260,20123348,소준문,감독,올드미스다이어리,20060396
57261,10004484,김석윤,감독,올드미스다이어리,20060396
57277,10057659,이창동,감독,박하사탕,19990050
57278,20374154,김현진,감독,박하사탕,19990050
57294,20151358,김태훈,감독,바보,20072151
57295,10057277,이정섭,감독,바보,20072151
57296,10005546,김정권,감독,바보,20072151
57297,10005032,김영탁,감독,바보,20072151
57308,20151358,김태훈,감독,이대근 이 댁은,20070126
57309,10040817,심광진,감독,이대근 이 댁은,20070126
57336,20187944,박근범,감독,대한민국 헌법 제1조,20030023
57337,10057180,이장호,감독,대한민국 헌법 제1조,20030023
57338,10061911,정순애,감독,대한민국 헌법 제1조,20030023
57339,10072725,최종태,감독,대한민국 헌법 제1조,20030023
57340,10037023,송경식,감독,대한민국 헌법 제1조,20030023
57351,10058483,임권택,감독,창(노는계집 창),19970019
57352,10003845,김대승,감독,창(노는계집 창),19970019
57362,10058483,임권택,감독,축제,19960042
57363,10054185,육상효,감독,축제,19960042
57389,10058483,임권택,감독,태백산맥,19940021
57390,10037050,송능한,감독,태백산맥,19940021
57391,10002440,권영순,감독,태백산맥,19940021
57423,10062335,정초신,감독,몽정기2,20040774
57434,10057331,이정호,감독,령,20040571
57435,20111601,김태경,감독,령,20040571
57436,20111309,오태훈,감독,령,20040571
57469,10000854,강제규,감독,태극기 휘날리며,20030371
57470,20144401,변정욱,감독,태극기 휘날리며,20030371
57471,10037076,송민규,감독,태극기 휘날리며,20030371
57472,10006219,김해곤,감독,태극기 휘날리며,20030371
57473,10071869,천세환,감독,태극기 휘날리며,20030371
57502,10002140,구모,감독,은지: 돌이킬 수 없는 그녀 ,20190531
57518,10026750,문신구,감독,원죄,20177934
57519,10089223,호소이 타카토,감독,원죄,20177934
57528,20215326,최병권,감독,데드라인,20100179
57529,20115347,숀 맥콘빌,감독,데드라인,20100179
57542,20203375,오윤동,감독,아이즈 온 미 : 더 무비,20198890
57543,20363422,박재석,감독,아이즈 온 미 : 더 무비,20198890
57553,20184912,김윤철,감독,결혼식 후에,20090804
57570,10071587,창,감독,고死 : 피의 중간고사,20081058
57571,10061628,정기훈,감독,고死 : 피의 중간고사,20081058
57584,20112401,문시현,감독,시간,20060228
57585,20304229,김동후,감독,시간,20060228
57586,10060674,장훈,감독,시간,20060228
57587,10003696,김기덕,감독,시간,20060228
57588,10061439,전재홍,감독,시간,20060228
57602,10054393,윤여창,감독,아빠가 돌아왔다,20161783
57603,20374190,민찬홍,감독,아빠가 돌아왔다,20161783
57616,10005426,김인식,감독,세상끝의 사랑,20158701
57655,10028545,박대민,감독,애인,20050306
57656,10028545,박대민,감독,애인,19820052
57657,10056203,이숭환,감독,애인,20050306
57658,10056203,이숭환,감독,애인,19820052
57659,20151358,김태훈,감독,애인,20050306
57660,20151358,김태훈,감독,애인,19820052
57661,10089529,홍성기,감독,애인,20050306
57662,10089529,홍성기,감독,애인,19820052
57663,10054434,윤용훈,감독,애인,20050306
57664,10054434,윤용훈,감독,애인,19820052
57665,10006132,김태은,감독,애인,20050306
57666,10006132,김태은,감독,애인,19820052
57667,10029555,박호태,감독,애인,20050306
57668,10029555,박호태,감독,애인,19820052
57683,20111117,이성은,감독,사랑해! 진영아,20120425
57684,10056779,이완수,감독,사랑해! 진영아,20120425
57685,20178604,이승주,감독,사랑해! 진영아,20120425
57701,10062253,정지영,감독,남영동1985,20127546
57721,10058836,임진평,감독,어린 왕자,20080008
57722,10058845,임찬익,감독,어린 왕자,20080008
57723,10072727,최종현,감독,어린 왕자,20080008
57743,10043799,안태훈,감독,"안녕, 형아",20050045
57744,10004407,김상만,감독,"안녕, 형아",20050045
57745,10058881,임태형,감독,"안녕, 형아",20050045
57754,10028514,박기형,감독,파일 : 4022일의 사육,20149299
57755,10028999,박용집,감독,파일 : 4022일의 사육,20149299
57769,10050399,오상호,감독,카리스마 탈출기,20050308
57770,10002348,권남기,감독,카리스마 탈출기,20050308
57785,20067121,신민재,감독,고스톱 살인,20130244
57786,10005763,김준권,감독,고스톱 살인,20130244
57787,20065265,이윤정,감독,고스톱 살인,20130244
57791,10002140,구모,감독,군사통제구역 팔이공지대,20130686
57795,10001827,고현창,감독,파파좀비,20153401
57799,20188087,양지은,감독,숙희,20147927
57800,10006101,김태식,감독,숙희,20147927
57801,20260582,변정원,감독,숙희,20147927
57809,20120681,백승기,감독,숫호구,20127628
57817,20165126,김용훈,감독,오프 로드,20070419
57818,10003620,김광식,감독,오프 로드,20070419
57819,10087622,한승룡,감독,오프 로드,20070419
57824,10060625,장현수,감독,태어나서 미안해,20112071
57825,10072471,최영석,감독,태어나서 미안해,20112071
57839,10028547,박대영,감독,허밍,20080146
57848,10065915,조성규,감독,늦여름,20181142
57882,10019069,류승완,감독,다찌마와리,20080833
57883,10019069,류승완,감독,다찌마와리,20080833
57884,20161223,김승록,감독,다찌마와리,20080833
57885,20304229,김동후,감독,다찌마와리,20080833
57886,10002556,권혁재,감독,다찌마와리,20080833
57912,10036907,손재곤,감독,재밌는 영화,20020118
57913,10060063,장규성,감독,재밌는 영화,20020118
57914,10003883,김덕수,감독,재밌는 영화,20020118
57915,10004610,김성욱,감독,재밌는 영화,20020118
57916,10001439,고경아,감독,재밌는 영화,20020118
57917,10029224,박종영,감독,재밌는 영화,20020118
57918,10087753,한지승,감독,재밌는 영화,20020118
57919,10000783,강우석,감독,재밌는 영화,20020118
57930,10057485,이준익,감독,공포택시,20000034
57931,10088386,허승준,감독,공포택시,20000034
57942,10004620,김성제,감독,죽거나 혹은 나쁘거나,20000006
57943,10019069,류승완,감독,죽거나 혹은 나쁘거나,20000006
57944,10006033,김철웅,감독,죽거나 혹은 나쁘거나,20000006
57958,20209287,남대중,감독,위대한 소원,20159641
57973,20135200,김헌,감독,지옥화,20100511
57974,20135200,김헌,감독,지옥화,20111911
57975,10040399,신상옥,감독,지옥화,20100511
57976,10040399,신상옥,감독,지옥화,20111911
57977,20111446,이상우,감독,지옥화,20100511
57978,20111446,이상우,감독,지옥화,20111911
57979,10000628,강범구,감독,지옥화,20100511
57980,10000628,강범구,감독,지옥화,20111911
57981,10067423,조해원,감독,지옥화,20100511
57982,10067423,조해원,감독,지옥화,20111911
58000,10065915,조성규,감독,딥,20186646
58001,10069628,줄리오 소토 거피드,감독,딥,20186646
58019,10060659,장화영,감독,보리울의 여름,20030048
58020,10055456,이민용,감독,보리울의 여름,20030048
58031,10072447,최야성,감독,파파라치,19980284
58032,10072447,최야성,감독,파파라치,19980008
58033,10044352,알랭 베베리안,감독,파파라치,19980284
58034,10044352,알랭 베베리안,감독,파파라치,19980008
58037,10006257,김현빈,감독,내마음에는 악어가 산다,19930010
58044,10005493,김재수,감독,방황하는 별들,19860080
58049,10006101,김태식,감독,붉은 바캉스 검은 웨딩,20113631
58050,10029409,박철수,감독,붉은 바캉스 검은 웨딩,20113631
58056,20112191,우문기,감독,"1999, 면회",20120112
58057,20112542,전고운,감독,"1999, 면회",20120112
58058,10006078,김태곤,감독,"1999, 면회",20120112
58064,10057343,이제락,감독,애니깽,19960054
58065,10006413,김호선,감독,애니깽,19960054
58074,10000854,강제규,감독,은행나무 침대,19960059
58084,20330218,이규빈,감독,무궁화꽃이 피었습니다,19950018
58085,10062284,정진우,감독,무궁화꽃이 피었습니다,19950018
58095,10050307,오멸,감독,지슬 - 끝나지 않은 세월2,20120108
58109,10004423,김상우,감독,챔피언 마빡이,20070385
58110,20114623,김현수,감독,챔피언 마빡이,20070385
58124,20306533,최신규,감독,극장판 헬로카봇: 수상한 마술단의 비밀,20226670
58125,20155562,윤유병,감독,극장판 헬로카봇: 수상한 마술단의 비밀,20226670
58138,20167741,김현호,감독,뽀로로 극장판 드래곤캐슬 대모험,20225190
58150,20186450,윤창섭,감독,뽀로로 극장판 보물섬 대모험,20198183
58151,20167741,김현호,감독,뽀로로 극장판 보물섬 대모험,20198183
58152,10056888,이원식,감독,뽀로로 극장판 보물섬 대모험,20198183
58160,10058650,임순례,감독,세 친구,19960024
58161,10018209,롭 웨이스,감독,세 친구,19960024
58164,10000627,강백호,감독,타부 : 금지된 사랑,20151261
58165,20215286,고구마,감독,타부 : 금지된 사랑,20151261
58198,20153077,김성준,감독,식객2 : 김치전쟁,20090926
58199,10003753,김길형,감독,식객2 : 김치전쟁,20090926
58200,10030285,백동훈,감독,식객2 : 김치전쟁,20090926
58209,20230641,손다겸,감독,설지,20156353
58210,10029350,박진순,감독,설지,20156353
58304,20211706,손병조,감독,우키시마호,20199346
58305,10005961,김진홍,감독,우키시마호,20199346
58318,20171301,심찬양,감독,숲속의 부부,20179603
58319,10061231,전규환,감독,숲속의 부부,20179603
58333,20168380,서은영,감독,장마,20205525
58334,20363969,음정현,감독,장마,20205525
58335,20327114,김세윤,감독,장마,20205525
58336,20331280,이용남,감독,장마,20205525
58337,10054133,유현목,감독,장마,20205525
58338,20280471,방형석,감독,장마,20205525
58339,10001785,고충길,감독,장마,20205525
58340,10065847,조범구,감독,장마,20205525
58341,10026777,문원진,감독,장마,20205525
58342,10054296,윤삼육,감독,장마,20205525
58356,20323794,이주예,감독,걸작,20199023
58357,20355963,김시온,감독,걸작,20199023
58358,20355964,이은진,감독,걸작,20199023
58359,20355965,이지영,감독,걸작,20199023
58360,20206918,권문선,감독,걸작,20199023
58361,20323798,최진욱,감독,걸작,20199023
58405,20206918,권문선,감독,오아시스 세탁소,20178843
58406,20206386,권중목,감독,오아시스 세탁소,20178843
58413,20112401,문시현,감독,신의 선물,20132806
58414,10003696,김기덕,감독,신의 선물,20132806
58419,10026050,명중오,감독,말보로 전쟁,20098126
58428,10026500,모현신,감독,엄마는 창녀다,20100222
58429,20135200,김헌,감독,엄마는 창녀다,20100222
58430,20111446,이상우,감독,엄마는 창녀다,20100222
58431,20139621,황희경,감독,엄마는 창녀다,20100222
58447,20153842,김도영,감독,여기보다 어딘가에,20070589
58448,10054294,윤부희,감독,여기보다 어딘가에,20070589
58449,10052741,웨인 왕,감독,여기보다 어딘가에,20070589
58450,10027878,민환기,감독,여기보다 어딘가에,20070589
58451,10060427,장의진,감독,여기보다 어딘가에,20070589
58452,20112223,나탈리 포트만,감독,여기보다 어딘가에,20070589
58453,10056251,이승영,감독,여기보다 어딘가에,20070589
58466,20306533,최신규,감독,극장판 헬로카봇 : 달나라를 구해줘!,20193821
58467,20155562,윤유병,감독,극장판 헬로카봇 : 달나라를 구해줘!,20193821
58479,20306533,최신규,감독,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478
58480,20155562,윤유병,감독,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478
58496,20306533,최신규,감독,극장판 헬로카봇 : 백악기 시대,20186501
58497,20155562,윤유병,감독,극장판 헬로카봇 : 백악기 시대,20186501
58504,10055080,이달,감독,극장판 또봇: 로봇군단의 습격,20174165
58505,20276549,고동우,감독,극장판 또봇: 로봇군단의 습격,20174165
58511,20334232,송현주,감독,어제 내린 비,20101123
58512,10057180,이장호,감독,어제 내린 비,20101123
58516,20188088,오인천,감독,월하,20175504
58521,20239946,이현하,감독,커피 메이트,20166422
58545,20214348,김광중,감독,그녀가 부른다,20122782
58546,20240510,알반 라바사드,감독,그녀가 부른다,20122782
58547,10029065,박은형,감독,그녀가 부른다,20122782
58551,10058483,임권택,감독,영화판,20112795
58552,10055192,이두용,감독,영화판,20112795
58553,20276650,우광훈,감독,영화판,20112795
58554,10062253,정지영,감독,영화판,20112795
58555,20114576,허철,감독,영화판,20112795
58565,10060143,장률,감독,이리,20071053
58566,10065915,조성규,감독,이리,20071053
58567,10058603,임선경,감독,이리,20071053
58590,20123348,소준문,감독,바람피기 좋은 날,20060421
58591,20111087,이민재,감독,바람피기 좋은 날,20060421
58592,20151358,김태훈,감독,바람피기 좋은 날,20060421
58593,10057059,이즈미 류지,감독,바람피기 좋은 날,20060421
58594,10060160,장문일,감독,바람피기 좋은 날,20060421
58598,10004856,김시현,감독,밀행,19750047
58626,10071869,천세환,감독,연애술사,20050083
58652,10062130,정익환,감독,킹콩을 들다,20090336
58653,10001931,곽경택,감독,킹콩을 들다,20090336
58654,20140497,김지연,감독,킹콩을 들다,20090336
58655,10028404,박건용,감독,킹콩을 들다,20090336
58676,10006116,김태용,감독,가족의 탄생,20060123
58677,10005808,김중현,감독,가족의 탄생,20060123
58678,20262190,권일형,감독,가족의 탄생,20060123
58679,10042071,루카 포파딕,감독,가족의 탄생,20060123
58680,10084204,프란체스코 주치,감독,가족의 탄생,20060123
58681,10084117,루 푸리치,감독,가족의 탄생,20060123
58682,10063456,이그나스 메이루나스,감독,가족의 탄생,20060123
58683,20236506,다리오 사무엘 레오네,감독,가족의 탄생,20060123
58684,20166887,에드먼즈 얀손,감독,가족의 탄생,20060123
58685,20169842,샤시 란잔,감독,가족의 탄생,20060123
58692,10008100,노세한,감독,여자의 대지에 비를 내려라,19860006
58699,20191486,박석영,감독,찡찡 막막,20122235
58700,20112331,박제욱,감독,찡찡 막막,20122235
58719,20111312,유성엽,감독,친정엄마,20100168
58726,10061761,정병길,감독,반두비,20090292
58727,10047126,양해훈,감독,반두비,20090292
58728,20302149,방수인,감독,반두비,20090292
58729,20111178,신동일,감독,반두비,20090292
58730,10066793,조은경,감독,반두비,20090292
58754,10056602,이언희,감독,해피 에로 크리스마스,20030408
58755,10056854,이우철,감독,해피 에로 크리스마스,20030408
58756,10054723,이건동,감독,해피 에로 크리스마스,20030408
58762,10087516,한상희,감독,일탈여행: 프라이빗 아일랜드,20131984
58776,10056145,이수성,감독,로드킬,20196370
58777,20204466,에릭 잉글랜드,감독,로드킬,20196370
58778,10010894,데란 사라피안,감독,로드킬,20196370
58788,20113788,임왕태,감독,가을 우체국,20174641
58796,20239886,김지혜,감독,생생활활,20136643
58797,10029409,박철수,감독,생생활활,20136643
58799,10065839,조민호,감독,굿바이 칠드런,20081678
58800,10018574,루이 말,감독,굿바이 칠드런,20081678
58811,10054828,이광국,감독,시선 사이,20163020
58841,20249882,부은주,감독,짐작보다 따뜻하게,20158744
58864,20112387,김주환,감독,코알라,20125527
58868,20186877,이영준,감독,부릉! 부릉! 브루미즈: 스피더의 모험 일기,20164527
58872,20159110,이정익,감독,극장판 안녕 자두야,20162704
58873,20234506,손석우,감독,극장판 안녕 자두야,20162704
58877,20186877,이영준,감독,최강전사 미니특공대: 영웅의 탄생,20159657
58882,20180788,한지원,감독,생각보다 맑은,20145202
58883,10058228,이홍수,감독,생각보다 맑은,20145202
58887,20197466,이종현,감독,쥬로링 동물탐정 극장판,20134436
58888,20166739,정영선,감독,쥬로링 동물탐정 극장판,20134436
58889,20197467,박시후,감독,쥬로링 동물탐정 극장판,20134436
58904,10060189,장민승,감독,아치와 씨팍,20050313
58905,10004265,김병갑,감독,아치와 씨팍,20050313
58906,20160437,김창수,감독,아치와 씨팍,20050313
58907,20145495,서성종,감독,아치와 씨팍,20050313
58908,10054403,윤영기,감독,아치와 씨팍,20050313
58922,10028547,박대영,감독,하면 된다,20000041
58943,10005961,김진홍,감독,위선자들,20157191
58944,10050165,오덕환,감독,위선자들,20157191
58962,10061231,전규환,감독,마이 보이,20133922
58982,10028506,박기용,감독,너와 나의 21세기,20090843
58983,20210671,김한울,감독,너와 나의 21세기,20090843
58984,10028610,박문칠,감독,너와 나의 21세기,20090843
58985,10058251,이환,감독,너와 나의 21세기,20090843
58986,10019142,류형기,감독,너와 나의 21세기,20090843
58987,10036640,소상민,감독,너와 나의 21세기,20090843
58996,20111036,이덕희,감독,창수,20110881
58997,10037027,송광호,감독,창수,20110881
59030,10005961,김진홍,감독,회초리,20110289
59031,10054407,윤영빈,감독,회초리,20110289
59032,10028462,박광우,감독,회초리,20110289
59033,20114652,김봉곤,감독,회초리,20110289
59051,20153842,김도영,감독,말아톤,20040785
59052,10062089,정윤철,감독,말아톤,20040785
59053,10055931,이서,감독,말아톤,20040785
59090,10005373,김응수,감독,욕망,20028542
59091,10005373,김응수,감독,욕망,20127626
59092,10084685,프랭크 보제이즈,감독,욕망,20028542
59093,10084685,프랭크 보제이즈,감독,욕망,20127626
59094,10072097,최경진,감독,욕망,20028542
59095,10072097,최경진,감독,욕망,20127626
59096,10088237,허원,감독,욕망,20028542
59097,10088237,허원,감독,욕망,20127626
59098,10002283,국동석,감독,욕망,20028542
59099,10002283,국동석,감독,욕망,20127626
59100,10062208,정정화,감독,욕망,20028542
59101,10062208,정정화,감독,욕망,20127626
59102,10039786,시노하라 테츠오,감독,욕망,20028542
59103,10039786,시노하라 테츠오,감독,욕망,20127626
59104,20120141,안토니오 자발라 쿠글러,감독,욕망,20028542
59105,20120141,안토니오 자발라 쿠글러,감독,욕망,20127626
59106,20110984,이경태,감독,욕망,20028542
59107,20110984,이경태,감독,욕망,20127626
59108,20114575,사샤 기트리,감독,욕망,20028542
59109,20114575,사샤 기트리,감독,욕망,20127626
59133,10005546,김정권,감독,사랑하고 있습니까,20206424
59146,20067121,신민재,감독,별의 정원,20192689
59147,20112639,한병아,감독,별의 정원,20192689
59148,10005763,김준권,감독,별의 정원,20192689
59155,20186877,이영준,감독,미니특공대X,20181366
59159,20186877,이영준,감독,최강전사 미니특공대 : 새로운 악당의 습격,20156441
59164,20312035,한상호,감독,점박이:한반도의 공룡3D,20100215
59165,10027802,민병천,감독,점박이:한반도의 공룡3D,20100215
59166,20113871,고석진,감독,점박이:한반도의 공룡3D,20100215
59170,10003971,김동원,감독,"시, 나리오",20209803
59182,20136883,문인수,감독,돈 크라이 마미,20124348
59183,10054329,윤선희,감독,돈 크라이 마미,20124348
59184,10005148,김용한,감독,돈 크라이 마미,20124348
59198,10003971,김동원,감독,꼭 껴안고 눈물 핑,20100052
59206,10061917,정승구,감독,"소설, 영화와 만나다",20138461
59207,20110918,박진성,감독,"소설, 영화와 만나다",20138461
59208,20111446,이상우,감독,"소설, 영화와 만나다",20138461
59209,10057627,이진우,감독,"소설, 영화와 만나다",20138461
59243,20276669,정형석,감독,성혜의 나라,20183366
59253,20127954,김승현,감독,우주의 크리스마스,20162242
59254,10003582,김경형,감독,우주의 크리스마스,20162242
59255,20191706,이윤미,감독,우주의 크리스마스,20162242
59273,10058151,이형석,감독,기화,20149491
59274,10026795,문정윤,감독,기화,20149491
59281,20110853,백승우,감독,천안함 프로젝트,20137585
59282,10062253,정지영,감독,천안함 프로젝트,20137585
59289,20111087,이민재,감독,거칠마루,20050224
59290,10065915,조성규,감독,거칠마루,20050224
59291,20064125,김진성,감독,거칠마루,20050224
59304,10070411,진광교,감독,내게 남은 사랑을,20177342
59313,20135200,김헌,감독,스타박'스 다방,20161724
59314,20111446,이상우,감독,스타박'스 다방,20161724
59320,20135200,김헌,감독,워킹 스트리트,20162546
59321,20111446,이상우,감독,워킹 스트리트,20162546
59329,20208486,박용재,감독,코인라커,20125648
59330,20153480,이희섭,감독,코인라커,20125648
59331,10006076,김태경,감독,코인라커,20125648
59338,20167821,장재일,감독,애비,20130785
59339,10060625,장현수,감독,애비,20130785
59349,20262410,최형렬,감독,설화,20206963
59350,20212286,김윤식,감독,설화,20206963
59373,10055965,이석훈,감독,방과후 옥상,20060046
59374,10040487,신아가,감독,방과후 옥상,20060046
59375,20140497,김지연,감독,방과후 옥상,20060046
59376,20142138,이도윤,감독,방과후 옥상,20060046
59384,10029409,박철수,감독,녹색의자 2013 - 러브 컨셉츄얼리,20123386
59463,10058719,임유철,감독,비상,20090823
59464,10058719,임유철,감독,비상,20060393
59465,20234767,홍상유,감독,비상,20090823
59466,20234767,홍상유,감독,비상,20060393
59467,20156200,윤준희,감독,비상,20090823
59468,20156200,윤준희,감독,비상,20060393
59469,20244338,이민우,감독,비상,20090823
59470,20244338,이민우,감독,비상,20060393
59471,10058191,이혜영,감독,비상,20090823
59472,10058191,이혜영,감독,비상,20060393
59473,20111081,박정훈,감독,비상,20090823
59474,20111081,박정훈,감독,비상,20060393
59500,10006219,김해곤,감독,굳세어라 금순아,20020261
