,peopleCd,peopleNm,repRoleNm,filmoNames,movieCd
82957,10010452,더그 라이만,감독,미스터 & 미세스 스미스,20050113
82961,10012198,데이빗 핀처,감독,파이트 클럽 ,19990303
82964,10044318,알란 J. 파큘라,감독,데블스 오운,19970106
82968,10012198,데이빗 핀처,감독,세븐,19950327
82970,10016593,로버트 레드포드,감독,흐르는 강물처럼,19930125
82973,10073548,카를로스 살다나,감독,로봇(애니),20050168
82976,10086196,피토프,감독,캣우먼,20040669
82978,10052397,워렌 비티,감독,불워스,19990257
82982,20115600,데이빗 S. 워드,감독,프로그램 ,19950362
82985,10039615,스티븐 홉킨스,감독,리핑 10개의 재앙,20070103
82987,10078519,클린트 이스트우드,감독,밀리언 달러 베이비,20050028
82990,10002774,그레그 마크스,감독,pm 11:14,20050117
82994,10022874,마이클 데이비스,감독,아메리칸 러브홀릭,20040508
82997,10035347,서극,감독,넉오프,19980240
83001,10046135,앤디 픽맨,감독,쉬즈 더 맨,20070148
83004,10019370,리 토시오,감독,디트로이트 메탈 시티,20090263
83008,10032384,브루노 바레토,감독,원 터프 캅,19990145
83013,10068421,존 터틀타웁,감독,내셔널 트레져:비밀의 책,20070549
83017,10083572,폴 맥기건,감독,당신이 사랑하는 동안에,20050250
83020,10068421,존 터틀타웁,감독,내셔널 트레져,20040755
83023,10059987,장 피에르 주네,감독,잃어버린 아이들의 도시 ,19960195
83026,20115378,장 자크 베넥스,감독,디바 ,19810081
83029,10033061,비탈리 카네프스키,감독,"눈 오는 날의 왈츠(1992,러시아)",20050208
83034,10039858,시드니 J. 퓨리,감독,슈퍼맨 4,19900348
83038,10019986,리차드 레스터,감독,슈퍼맨 2,19810063
83042,10064077,제임스 마쉬,감독,크리미널 : 해튼가든 ,20199720
83044,10072183,최동준,감독,여비서클럽,19920096
83045,10071132,차성호,감독,여비서클럽,19920096
83048,10054323,윤석훈,감독,갈마,19910070
83049,10057029,이은철,감독,갈마,19910070
83052,10043628,안재석,감독,회색도시 2,20090132
83053,10006056,김춘식,감독,회색도시 2,20090132
83056,10004595,김성수,감독,안개도시,19890015
83057,10000847,강정수,감독,안개도시,19890015
83060,10005423,김인수,감독,나는 너를 천사라고 부른다,19920078
83063,10005759,김주희,감독,팁주는 여자,19910007
83067,10004780,김수형,감독,훔친 사과가 맛이 있다,19850021
83072,10062140,정인엽,감독,애마부인 2,19840012
83076,10005375,김응천,감독,내 이름은 마야,19810051
83079,10043263,안드레이 바르코비악,감독,둠,20050320
83083,10012143,데이빗 토히,감독,리딕 - 헬리온 최후의 빛,20040618
83086,10041333,아담 쉥크만,감독,패시파이어,20050126
83089,10031159,벤 영거,감독,보일러룸,20000267
83092,10012143,데이빗 토히,감독,에이리언 2020,20000168
83095,10041013,아그네스 자우이,감독,룩 앳 미,20040761
83098,10032297,브렛 레너드,감독,하이드어웨이 ,19950226
83099,10077956,크리스틴 라티,감독,하이드어웨이 ,19950226
83103,10066049,조셉 루벤,감독,리턴 투 파라다이스 ,19990156
83106,10055503,이반 라이트만,감독,식스 데이 세븐 나잇 ,19980189
83110,10031752,브라이언 깁슨,감독,주어러 ,19960179
83113,10039429,스티븐 소더버그,감독,조지클루니의 표적,19980268
83120,10066049,조셉 루벤,감독,머니 트레인 ,19950358
83124,10007089,나초 세르다,감독,어밴던드,20100137
83128,10047236,어빈 커쉬너,감독,제국의 역습,19970126
83133,10067051,조지 루카스,감독,스타워즈,19780080
83139,20188729,롭 멜처,감독,웰컴 투 더 정글,20030209
83140,10085782,피터 버그,감독,웰컴 투 더 정글,20030209
83142,20111473,이상화,감독,아름다운 이별은 없다,20138404
83146,10014496,라나 워쇼스키,감독,매트릭스 ,19990193
83147,10046113,릴리 워쇼스키,감독,매트릭스 ,19990193
83150,10090527,후안 마르티네즈 모레노,감독,투 터프 가이즈,20040782
83155,10079833,테리 조지,감독,호텔 르완다,20060255
83158,10063398,제이 러셀,감독,래더 49,20040741
83162,10002176,구스 반 산트,감독,투 다이 포 ,19960090
83166,10064304,제임스 카메론,감독,아바타,20090834
83169,20216445,안드리안 세르바디오,감독,스타더스트,20070306
83170,10025167,매튜 본,감독,스타더스트,20070306
83172,10043967,안톤 코르빈,감독,아메리칸,20101071
83175,10080032,토니 길로이,감독,마이클 클레이튼,20070499
83178,10031625,볼프강 페터젠,감독,퍼펙트 스톰,20000206
83182,10012308,데이빗 O. 러셀,감독,쓰리 킹즈,19990385
83185,10027082,미미 레더,감독,피스메이커,19970275
83189,10023100,마이클 베이,감독,나쁜 녀석들 II,20030103
83192,10010722,데니스 듀간,감독,내쇼날 시큐리티,20030062
83195,10015016,레스 메이필드,감독,경찰서를 털어라 ,19990297
83199,10066987,조지 갈로,감독,나쁜 녀석들 ,19950202
83200,10023100,마이클 베이,감독,나쁜 녀석들 ,19950202
83203,10064474,제임스 L. 브룩스,감독,스팽글리쉬,20050075
83205,10052035,우디 앨런,감독,헐리우드 엔딩,20050230
83208,10064029,제임스 라핀,감독,라버 앤 러버 ,19990275
83211,10039293,스티븐 노링턴,감독,블레이드,19980249
83214,10018221,롭 코헨,감독,스컬스,20000173
83218,10042694,아톰 에고이안,감독,엑조티카 ,19960108
83220,10016782,로베르트 슈벤트케,감독,플라이트 플랜,20050255
83224,10060910,잭 스나이더,감독,왓치맨,20090043
83227,10001149,게리 마샬,감독,프린세스 다이어리 2,20040685
83231,10044967,앨런 콜터,감독,할리우드랜드,20070132
83235,10011750,데이빗 린,감독,올리버 트위스트,20050365
83236,10016457,로만 폴란스키,감독,올리버 트위스트,20050365
83239,10028039,바딤 피얼먼,감독,모래와 안개의 집,20050080
83242,10011593,데이빗 휴 존스,감독,알렉볼드윈의 컨페션,19990180
83245,10086291,필 알덴 로빈슨,감독,스니커즈,19920393
83246,10016593,로버트 레드포드,감독,스니커즈,19920393
83249,10019469,리들리 스콧,감독,지아이제인,19970256
83257,10077337,크리스티앙 알바트,감독,팬도럼,20090613
83260,10033311,빈센조 나탈리,감독,스플라이스,20090943
83264,10060910,잭 스나이더,감독,새벽의 저주,20040553
83267,10012559,도날드 페트리,감독,행운을 돌려줘!,20060126
83272,10081807,팀 스토리,감독,판타스틱 4: 실버 서퍼의 위협,20070059
83274,10024346,마크 일스리,감독,해피 텍사스,19990634
83277,10047036,양익준,감독,바람이 분다,20217170
83278,10047036,양익준,감독,바람이 분다,20132082
83279,20371098,선우용,감독,바람이 분다,20217170
83280,20371098,선우용,감독,바람이 분다,20132082
83281,20191068,김태용,감독,바람이 분다,20217170
83282,20191068,김태용,감독,바람이 분다,20132082
83283,10057627,이진우,감독,바람이 분다,20217170
83284,10057627,이진우,감독,바람이 분다,20132082
83285,20090632,안노 히데아키,감독,바람이 분다,20217170
83286,20090632,안노 히데아키,감독,바람이 분다,20132082
83287,10027387,미야자키 하야오,감독,바람이 분다,20217170
83288,10027387,미야자키 하야오,감독,바람이 분다,20132082
83292,10017555,로우디 헤링턴,감독,머더오브크로우,19990182
83296,10073715,카메론 크로우,감독,제리 맥과이어,19970089
83298,10048487,에밀리오 에스테베즈,감독,킬러 나이트,19940074
83299,10039615,스티븐 홉킨스,감독,킬러 나이트,19940074
83302,10018000,론 쉘톤,감독,호미사이드,20030233
83304,10037752,수잔나 화이트,감독,내니맥피 2: 유모와마법소동,20090952
83307,10066671,조엘 홉킨스,감독,하비의 마지막 로맨스,20101047
83309,10076631,콜린 퍼스,감독,내니맥피-우리 유모는 마법사,20050360
83310,10075168,커크 존스,감독,내니맥피-우리 유모는 마법사,20050360
83313,10022626,마이크 니콜스,감독,프라이머리 컬러스,19990284
83318,10058836,임진평,감독,두 개의 눈을 가진 아일랜드,20081273
83325,10091290,H. 골든 부스,감독,잉카,19980512
83329,20115553,스코트 맥기니스,감독,악령의 숨결 ,19950271
83333,10066056,조셉 마리아,감독,제로 타겟 ,19940305
83336,10007952,노라 에프론,감독,유브 갓 메일 ,19980281
83339,10003021,그리핀 던,감독,애딕티드 러브 ,19970189
83344,10059697,장 뤽 고다르,감독,아워 뮤직,20060275
83347,10051255,올리비에 다한,감독,크림슨 리버2,20050207
83351,10073078,츠카모토 렌페이,감독,우리들과 경찰아저씨의 700일 전쟁,20100178
83355,10084857,프레더릭 폰테인,감독,포르노 그래픽 어페어,19990104
83359,10051280,올리비에 아사야스,감독,클린,20040740
83362,10049880,엽성강,감독,소야객,19930357
83366,10051586,왕정,감독,추남자,19930193
83370,10061357,전영강,감독,천룡팔부 ,19940149
83373,20115719,고지림,감독,백발마녀전 2,19930406
83376,10052219,우인태,감독,백발 마녀전,19930219
83378,10021596,마르크 로테문트,감독,소피 숄의 마지막 날들,20060174
83381,10002002,곽재용,감독,싸이보그 그녀,20090236
83384,10076341,코스타 가브라스,감독,뮤직박스,19900146
83385,10047264,어윈 윙클러,감독,뮤직박스,19900146
83387,10048487,에밀리오 에스테베즈,감독,잠복근무2,19930240
83388,10067881,존 바담,감독,잠복근무2,19930240
83393,10079631,테드 코체프,감독,람보 ,19830123
83396,10051185,올리버 어빙,감독,하우 투 비,20090782
83399,10074578,캐롤 발라드,감독,아름다운 비행 ,19960366
83402,10010722,데니스 듀간,감독,빅대디,19990267
83405,10075491,케빈 스미스,감독,체이싱아미,19990184
83407,20112223,나탈리 포트만,감독,브이 포 벤데타,20060048
83408,10064100,제임스 맥티그,감독,브이 포 벤데타,20060048
83411,10039479,스티븐 엘리엇,감독,프리실라 ,19970263
83414,10052035,우디 앨런,감독,우디 앨런의 애니씽 엘스,20050020
83417,10067881,존 바담,감독,인코그니토,20000104
83421,20100014,데이빗 예이츠,감독,해리 포터와 죽음의 성물1,20101224
83425,20100014,데이빗 예이츠,감독,해리 포터와 혼혈 왕자,20090379
83428,20100014,데이빗 예이츠,감독,해리 포터와 불사조 기사단,20070063
83432,10045281,알폰소 쿠아론,감독,해리포터와 아즈카반의 죄수,20040598
83435,10070381,진가상,감독,AD2000,20000244
83438,10053875,유위강,감독,풍운,19980278
83441,10038217,스콧 데릭슨,감독,엑소시즘 오브 에밀리 로즈,20060052
83445,10078519,클린트 이스트우드,감독,체인질링,20090018
83448,10021082,릴리아나 카바니,감독,리플리스 게임,20050248
83452,10039674,스파이크 존즈,감독,존 말코비치 되기,19990097
83457,10019011,뤽 베송,감독,쟌다르크,20000094
83460,10034365,사이먼 웨스트,감독,콘에어 ,19970183
83465,10027646,미켈란젤로 안토니오니,감독,구름 저편에 ,19960256
83466,10033736,빔 벤더스,감독,구름 저편에 ,19960256
83469,10082435,팡호청,감독,너는 찍고 나는 쏘고,20040444
83470,10000449,갈민휘,감독,너는 찍고 나는 쏘고,20040444
83474,10000296,가이 리치,감독,스웹트 어웨이,20030012
83478,10064021,제임스 디어든,감독,겜블,20000117
83481,10007952,노라 에프론,감독,그녀는 요술쟁이,20050205
83484,10091203,D.J. 카루소,감독,디스터비아,20070294
83487,10018065,론 하워드,감독,신데렐라맨,20050222
83490,10061878,정소동,감독,벨리 오브 비스트,20040475
83493,10023311,마이클 오블로위츠,감독,포리너,20030082
83495,10067538,존 그레이,감독,글리머 맨 ,19960307
83496,10078541,키넌 아이보리 웨이언스,감독,글리머 맨 ,19960307
83501,10010722,데니스 듀간,감독,척 앤 래리,20070420
83504,10085894,피터 시걸,감독,첫키스만 50번째,20040526
83507,10083853,폴 토마스 앤더슨,감독,펀치 드렁크 러브,20030060
83510,10084758,프랭크 코라치,감독,웨딩 싱어 ,19980134
83516,10018181,롭 민코프,감독,헌티드 맨션,20040550
83519,10039191,스티브 카,감독,대디 데이 케어,20072174
83523,10031063,베티 토마스,감독,닥터 두리틀 ,19990123
83526,10080524,토머스 카터,감독,메트로 ,19970140
83528,10052418,워링톤 허드린,감독,에디머피의 부메랑,19920336
83531,10052650,월터 힐,감독,48시간 2,19900317
83532,10014393,랄프 S. 싱글톤,감독,48시간 2,19900317
83535,10064257,제임스 왕,감독,데스티네이션,20000181
83538,10039479,스티븐 엘리엇,감독,아이 오브 비홀더,19990247
83541,10001243,게리 플레더,감독,키스 더 걸 ,19970279
83545,20252954,안소니 보넬로,감독,이클립스,20100361
83546,10011946,데이빗 슬레이드,감독,이클립스,20100361
83553,10056462,이안,감독,아이스 스톰,19980251
83556,10064304,제임스 카메론,감독,에이리언 2 ,19860132
83559,10046130,앤디 테넌트,감독,에버 애프터,19990112
83562,10064101,제임스 맨골드,감독,아이덴티티,20030247
83565,10076631,콜린 퍼스,감독,제노바,20090487
83566,10023362,마이클 윈터바텀,감독,제노바,20090487
83569,10015706,렌 와이즈먼,감독,언더월드2 - 에볼루션,20060031
83572,10065425,조나단 카프란,감독,브로크다운 펠리스 ,19990287
83577,10010518,더글라스 맥그래스,감독,엠마 ,19980131
83578,10013436,디어무이드 로렌스,감독,엠마 ,19980131
83581,10018065,론 하워드,감독,천사와 악마,20090234
83583,20113742,마샤 홈즈,감독,원라이프,20111532
83584,20113741,마이클 건톤,감독,원라이프,20111532
83587,10077177,크리스 웨이츠,감독,황금 나침반,20070551
83590,10051211,올리버 히르비겔,감독,인베이젼,20070424
83593,10078014,크리스틴 제프스,감독,실비아,20050059
83596,10088837,헨릭 마틴 달스바켄,감독,케이브,20050257
83597,10032542,브루스 헌트,감독,케이브,20050257
83606,10051184,올리버 스톤,감독,월 스트리트: 머니 네버 슬립스,20090950
83608,20114451,브렛 래트너,감독,머니토크 ,19970274
83612,10067297,조지 P. 코스마토스,감독,섀도우 프로그램,19970071
83618,10078519,클린트 이스트우드,감독,후계자,19910148
83619,10072486,최영철,감독,후계자,19910148
83621,10051184,올리버 스톤,감독,월 스트리트,19890147
83625,10022779,마이크 피기스,감독,라스베가스를 떠나며 ,19960103
83629,10068449,존 파스킨,감독,미스 에이전트2 : 라스베가스 잠입사건,20050048
83632,10025196,매튜 오칼라헌,감독,부그와 엘리엇 2,20090103
83635,10067042,조지 A. 로메로,감독,랜드 오브 데드,20050218
83638,10084725,프랭크 오즈,감독,인 앤 아웃 ,19980140
83640,10079591,테드 데미,감독,뷰티풀 걸,20000101
83643,10043439,안소니 밍겔라,감독,미스터 원더풀 ,19940214
