,movieCd,auditNo,watchGradeNm
0,19990129,99-017,18세 미만인 자는 관람할 수 없는 등급
0,19990135,99-015,15세 미만인 자는 관람할 수 없는 등급 
0,20000098,2000-F037,18세관람가
0,20080313,2008-F88,15세이상관람가
0,20000096,2000-F011,12세관람가
0,20080146,2008-F83,12세이상관람가
0,19990128,K98-319,15세 미만인 자는 관람할 수 없는 등급 
0,19990137,99-032,15세 미만인 자는 관람할 수 없는 등급 
0,19910112,91-424,중학생이상관람가
0,19990133,99-006,18세 미만인 자는 관람할 수 없는 등급
0,19990134,99-034,12세 미만인 자는 관람할 수 없는 등급
0,19910114,91-422,연소자관람불가
0,19910121,91-419,고등학생이상관람가
0,19910120,,연소자관람불가
0,20080030,2008-F3,전체관람가
0,19990136,K98-266,15세 미만인 자는 관람할 수 없는 등급 
0,19910118,91-411,연소자관람가
0,19910117,91-410,연소자관람가
0,19910116,91-408,연소자관람불가
0,19910115,91-402,연소자관람불가
0,19910062,91-391,고등학생이상관람가
0,20050208,K98-316,18세 미만인 자는 관람할 수 없는 등급
0,19910061,91-382,고등학생이상관람가
0,19910060,91-380,연소자관람불가
0,19910058,91-375,고등학생이상관람가
0,19910057,91-373,연소자관람불가
0,19990132,99-016,15세 미만인 자는 관람할 수 없는 등급 
0,19990131,99-020,15세 미만인 자는 관람할 수 없는 등급 
0,19990120,K97-41,18세 미만인 자는 관람할 수 없는 등급
0,19910055,91-365,연소자관람불가
0,19910067,91-354,고등학생이상관람가
0,19910068,91-353,고등학생이상관람가
0,19910065,91-343,고등학생이상관람가
0,19910063,91-341,고등학생이상관람가
0,19990110,K98-308,12세 미만인 자는 관람할 수 없는 등급
0,19910064,91-340,연소자관람불가
0,19910078,91-339,고등학생이상관람가
0,19910074,91-329,고등학생이상관람가
0,19910072,91-307,연소자관람불가
0,19910082,91-306,고등학생이상관람가
0,19910071,91-301,고등학생이상관람가
0,19910076,91-300,연소자관람불가
0,19910086,91-299,연소자관람불가
0,19910085,91-298,연소자관람불가
0,19990119,99-008,15세 미만인 자는 관람할 수 없는 등급 
0,19910084,91-294,중학생이상관람가
0,19910081,91-282,연소자관람불가
0,19910079,91-227,연소자관람불가
0,19910083,91-725,연소자관람불가
0,19910090,91-258 ,고등학생이상관람가
0,19910089,91-256,연소자관람불가
0,19910087,91-246,연소자관람불가
0,19910091,91-241,고등학생이상관람가
0,19990118,97-164,15세 미만인 자는 관람할 수 없는 등급 
0,19910102,91-239,연소자관람가
0,19910101,91-234,연소자관람불가
0,19910098,91-226,연소자관람불가
0,19910109,91-217,연소자관람불가
0,19990124,99-010,18세 미만인 자는 관람할 수 없는 등급
0,19910107,91-211,연소자관람불가
0,19910106,91-210,중학생이상관람가
0,19910105,91-207,중학생이상관람가
0,19910104,91-206,중학생이상관람가
0,19910049,91-165,고등학생이상관람가
0,19910048,91-161,연소자관람가
0,19910047,91-150,중학생이상관람가
0,19910007,91-152,연소자관람불가
0,19910006,91-151,연소자관람불가
0,19910004,91-148,연소자관람불가
0,19910001,91-149,연소자관람불가
0,19990111,k98-280,15세 미만인 자는 관람할 수 없는 등급 
0,19910003,91-137,중학생이상관람가
0,19910002,91-137,고등학생이상관람가
0,20000087,2000-F010,전체관람가
0,19910005,91-145,고등학생이상관람가
0,19910054,91-138,연소자관람가
0,19910013,91-128,연소자관람불가
0,20000085,99-F219,18세관람가
0,19910015,91-136,연소자관람불가
0,19910010,91-118,연소자관람가
0,19910022,91-110,연소자관람불가
0,19910021,91-111,연소자관람불가
0,19910024,91-113,연소자관람불가
0,19990121,99-013,18세 미만인 자는 관람할 수 없는 등급
0,19910009,91-114,중학생이상관람가
0,19910008,91-112,중학생이상관람가
0,19910020,91-108,연소자관람불가
0,19910018,91-101,연소자관람가
0,19990088,99-042,15세 미만인 자는 관람할 수 없는 등급 
0,19910016,91-99,연소자관람불가
0,19910032,91-88,연소자관람불가
0,20000081,99-F213,18세관람가
0,19910017,91-85,연소자관람불가
0,19990109,K98-272,18세 미만인 자는 관람할 수 없는 등급
0,19990112,K98-276,12세 미만인 자는 관람할 수 없는 등급
0,19910029,91-55,연소자관람불가
0,19910028,91-52,연소자관람불가
0,19910027,91-50,연소자관람가
0,19910040,91-49,연소자관람가
0,19910025,91-48,연소자관람불가
0,19910037,91-37,연소자관람불가
0,19910046,91-28,연소자관람불가
0,19910033,91-30,연소자관람불가
0,19910034,91-29,연소자관람불가
0,19910045,91-20,중학생이상관람가
0,19910043,91-15,연소자관람가
0,19910042,91-12,연소자관람불가
0,19910041,91_4,연소자관람가
0,20000076,99-F216,18세관람가
0,20000075,99-F199,전체관람가
0,20000074,99-F173,18세관람가
0,20000073,99-F186,18세관람가
0,19930055,93-274,연소자관람가
0,20000001,2000-F203,18세관람가
0,19930019,93-58,연소자관람불가
0,19990051,99-F210,전체관람가
0,20000132,2000-F090,전체관람가
0,20000294,2000-F335,12세관람가
0,20000195,2000-F169,15세관람가
0,20000150,2000-F105,18세관람가
0,20070204,2007-F160,청소년관람불가
0,20070194,2007-F189,전체관람가
0,20070057,2007-F156,12세이상관람가
0,20070187,2007-F168,청소년관람불가
0,20070191,2007-F093,12세관람가
0,20070130,2007-F060,12세이상관람가
0,20000305,2000-F258,18세관람가
0,20070169,2007-F141,청소년관람불가
0,20070098,2007-F115,15세이상관람가
0,20070096,2007-F110,15세이상관람가
0,20070103,2007-F107,15세이상관람가
0,20070106,2007-F082,15세이상관람가
0,20060415,2007-F089,12세이상관람가
0,20070099,2007-F098,12세이상관람가
0,20070082,2007-F049 ,청소년관람불가
0,20070071,2007-F077,15세이상관람가
0,20070033,2007-F055,청소년관람불가
0,20070043,2007-F017,청소년관람불가
0,20070009,2007-F21,청소년관람불가
0,20060427,2004-FDVD5,15세관람가
0,20070013,2006-F415,15세이상관람가
0,20070067,,전체관람가
0,20060375,2007-FMV74,전체관람가
0,20060419,2006-F424,청소년관람불가
0,20070007,2006-F103,15세관람가
0,19980007,K98-290,15세 미만인 자는 관람할 수 없는 등급 
0,19980006,K98-288,18세 미만인 자는 관람할 수 없는 등급
0,19980008,K98-297,18세 미만인 자는 관람할 수 없는 등급
0,19980010,K98-301,모든 관람객이 관람할 수 있는 등급
0,19990075,99-106,모든 관람객이 관람할 수 있는 등급
0,19990049,99-F071,18세관람가
0,19990061,99-F083,18세 미만인 자는 관람할 수 없는 등급
0,19990072,99-F081,18세관람가
0,19990081,99-087,18세 미만인 자는 관람할 수 없는 등급
0,20000222,2000-F181,15세관람가
0,19990054,99-F190,18세관람가
0,19990057,99-F143,전체관람가
0,20000233,2000-F222,18세관람가
0,19990060,99-F175,18세관람가
0,19990047,99-093,12세 미만인 자는 관람할 수 없는 등급
0,19990066,99-F115,12세관람가
0,19990063,99-F101,12세관람가
0,19990045,99-F046,18세관람가
0,19990058,99-F151,18세관람가
0,20000144,2000-F066,18세관람가
0,19990074,99-101,15세 미만인 자는 관람할 수 없는 등급 
0,20000275,2000-F293,18세관람가
0,19990083,99-022,15세 미만인 자는 관람할 수 없는 등급 
0,19990090,99-021,모든 관람객이 관람할 수 있는 등급
0,20000299,2000-F292,18세관람가
0,19970324,97-246,연소자관람가
0,19970011,K97-78,18세 미만인 자는 관람할 수 없는 등급
0,20000200,2000-F149,전체관람가
0,19970323,K97-50,18세 미만인 자는 관람할 수 없는 등급
0,19970321,K97-43,모든 관람객이 관람할 수 있는 등급
0,19970312,96-420,고등학생이상관람가
0,19970322,K97-58,모든 관람객이 관람할 수 있는 등급
0,19970315,K97-51,18세 미만인 자는 관람할 수 없는 등급
0,19970313,97-299,연소자관람불가
0,19970308,K97-36,18세 미만인 자는 관람할 수 없는 등급
0,19970311,K97-58,12세 미만인 자는 관람할 수 없는 등급
0,19970304,97-133,연소자관람불가
0,19970310,K97-34,12세 미만인 자는 관람할 수 없는 등급
0,19970314,K97-18,18세 미만인 자는 관람할 수 없는 등급
0,19970278,K97-21,15세 미만인 자는 관람할 수 없는 등급 
0,19970297,97-192,연소자관람불가
0,19970292,K97-44,15세 미만인 자는 관람할 수 없는 등급 
0,19970032,97-241,연소자관람불가
0,20000293,2000-F296,15세관람가
0,19970303,97-23,18세 미만인 자는 관람할 수 없는 등급
0,19970274,K97-16,15세 미만인 자는 관람할 수 없는 등급 
0,19970283,97-301,중학생이상관람가
0,19970286,K97-26,18세 미만인 자는 관람할 수 없는 등급
0,19970279,K97-22,18세 미만인 자는 관람할 수 없는 등급
0,19970295,97-106,연소자관람불가
0,19970004,K97-24,모든 관람객이 관람할 수 있는 등급
0,19970296,97-211,고등학생이상관람가
0,19970275,97-320,고등학생이상관람가
0,19970298,97-326,연소자관람불가
0,19970001,K97-1,18세 미만인 자는 관람할 수 없는 등급
0,20010141,2000-F188,18세관람가
0,19970017,97-280,연소자관람불가
0,19970263,97-26,연소자관람불가
0,19970259,97-243,연소자관람불가
0,19970264,97-13,연소자관람불가
0,19970256,97-313,고등학생이상관람가
0,19970267,97-303,연소자관람불가
0,19970231,97-206,고등학생이상관람가
0,19970229,97-235,고등학생이상관람가
0,20000097,2000-F035,전체관람가
0,19970266,97-129,연소자관람불가
0,19970249,97-210,고등학생이상관람가
0,19970258,97-27,고등학생이상관람가
0,19970254,97-274,고등학생이상관람가
0,19970240,97-262,중학생이상관람가
0,19970235,96-281,고등학생이상관람가
0,19970030,97-234,연소자관람불가
0,19970031,97-239 ,연소자관람불가
0,19970034,97-242,고등학생이상관람가
0,19970225,97-237,고등학생이상관람가
0,19970219,96-443,연소자관람가
0,19970214,97-197,중학생이상관람가
0,19970215,97-230,연소자관람불가
0,19970216,97-179,고등학생이상관람가
0,19970025,97-223,연소자관람가
0,19970026,97-225,연소자관람가
0,19970208,97-138,연소자관람불가
0,20000215,2000-F157,전체관람가
0,20080012,2007-F401,청소년관람불가
0,20000270,2000-F108 ,12세관람가
0,20000319,2000-F361,전체관람가
0,20010045,2001-F059,18세관람가
0,20000039,2000-F197,15세관람가
0,20000041,2000-F306,15세관람가
0,19970200,97-196,중학생이상관람가
0,19970198,97-198,중학생이상관람가
0,19970038,97-123,연소자관람불가
0,19970210,97-142,연소자관람불가
0,19970205,97-186,고등학생이상관람가
0,19970201,97-165,연소자관람가
0,19970197,97-202,연소자관람불가
0,19970203,97-201,연소자관람불가
0,19970188,96-407,고등학생이상관람가
0,19970183,97-154,고등학생이상관람가
0,19970046,97-181,고등학생이상관람가
0,19970192,96-336,고등학생이상관람가
0,19960039,96-214,연소자관람불가
0,19970191,97-167,고등학생이상관람가
0,19970186,97-174,연소자관람불가
0,19970041,97-139,연소자관람불가
0,19970190,97-173,고등학생이상관람가
0,19970180,97-169,중학생이상관람가
0,19970175,97-161,연소자관람불가
0,19970044,97-147,연소자관람불가
0,19970168,97-134,연소자관람불가
0,19970159,97-136,연소자관람가
0,19970162,97-125,중학생이상관람가
0,19970179,97-117,연소자관람불가
0,19970158,96-43,연소자관람불가
0,19970040,97-137 ,중학생이상관람가
0,19970164,97-130,고등학생이상관람가
0,19970169,97-37,연소자관람불가
0,19970155,97-126,중학생이상관람가
0,19970154,97-113,고등학생이상관람가
0,19970036,97-112,고등학생이상관람가
0,19970141,97-110,연소자관람불가
0,19970147,97-120,연소자관람불가
0,19970148,96-371,고등학생이상관람가
0,19970140,97-58,고등학생이상관람가
0,19970127,97-105,연소자관람불가
0,19948538,96-387,연소자관람불가
0,19970139,97-7,고등학생이상관람가
0,19970102,96-382,고등학생이상관람가
0,19970101,97-53,고등학생이상관람가
0,19970125,97-78,연소자관람불가
0,19970119,97-57,연소자관람불가
0,19970043,97-73,연소자관람불가
0,19970114,97-19,연소자관람불가
0,19970050,97-32,연소자관람불가
0,19970111,96-397,연소자관람불가
0,19970108,96-465,고등학생이상관람가
0,19970112,95-408,고등학생이상관람가
0,19970055,97-49,연소자관람불가
0,19970052,97-41 ,연소자관람불가
0,19970100,97-15,고등학생이상관람가
0,19960001,96-470,연소자관람불가
0,19970054,97-47,연소자관람불가
0,20010053,2001-F356,18세관람가
0,19970086,97-39,연소자관람가
0,19970087,97-45,고등학생이상관람가
0,20010012,2001-F257,전체관람가
0,20010286,2001-F292,18세관람가
0,20000004,2000-F224,18세관람가
0,19970051,97-34,고등학생이상관람가
0,20000031,2000-F005,18세관람가
0,20000051,2000-F390,15세관람가
0,20000007,2000-F167,18세관람가
0,20000042,2000-F307,12세관람가
0,20040500,2004-F011,15세관람가
0,20000012,2000-F155,18세관람가
0,20000027,2000-F008,18세관람가
0,20000008,2000-F174,18세관람가
0,20000054,2000-F321,18세관람가
0,20000002,2000-F207,18세관람가
0,20000043,2000-F322,15세관람가
0,19970096,96-462,고등학생이상관람가
0,19970085,96-461,고등학생이상관람가
0,19970074,97-17,고등학생이상관람가
0,19970081,97-18,고등학생이상관람가
0,19970078,97-6,고등학생이상관람가
0,19970066,97-5,고등학생이상관람가
0,19970070,96-395,고등학생이상관람가
0,20081733,2008-F421,전체관람가
0,19970068,97-11,연소자관람불가
0,19960007,96-464 ,고등학생이상관람가
0,20070587,2008-F464,15세이상관람가
0,20081698,2008-F458,청소년관람불가
0,20080743,2008-F412,15세이상관람가
0,20081605,2008-F181 ,12세이상관람가
0,20081569,2008-F414,전체관람가
0,20081567,2008-F353,청소년관람불가
0,20081369,2008-F402,청소년관람불가
0,20081367,2008-F403,15세이상관람가
0,20080399,2008-F333,청소년관람불가
0,20081337,2008-F358,청소년관람불가
0,20081200,2008-F348,12세이상관람가
0,20080268,2008-F175,15세이상관람가
0,20080871,2008-F256,15세이상관람가
0,20072673,2008-F210,12세이상관람가
0,20072057,2008-F240,청소년관람불가
0,20072056,2008-F244,15세이상관람가
0,20070203,2008-F218,12세이상관람가
0,20080656,2008-F197,12세이상관람가
0,20080516,2008-F176,전체관람가
0,20080471,2008-F154,청소년관람불가
0,20080470,2008-F161,청소년관람불가
0,20061225,2006-F314,18세관람가
0,20071047,2008-F30,15세이상관람가
0,20072149,2008-F41,청소년관람불가
0,20070661,2007-F499,15세이상관람가
0,20111468,2011-F357,전체관람가
1,20111468,2011-F387,전체관람가
0,20101241,2011-F334,12세이상관람가
0,20072156,,
0,20081097,,
0,20081031,,
0,20112632,2011-F566,청소년관람불가
0,19880056,88-268,고등학생이상관람가
0,19830067,6189,국민학생관람불가
0,19890060,89-283,연소자관람불가
0,19870080,87-183,미성년자관람불가
0,19860030,86-65,연소자관람불가
0,19860074,86-128,연소자관람불가
0,20030121,2003-F104,15세관람가
0,19890129,89-54,연소자관람불가
