,peopleCd,peopleNm,repRoleNm,filmoNames
14430,10086840,하명중,감독,터질듯한 이 가슴을
14431,10055865,이상언,감독,터질듯한 이 가슴을
14432,20111448,이상우,감독,춘색호곡
14433,10029036,박윤교,감독,춘색호곡
14434,10057096,이일목,감독,춘색호곡
14435,10004856,김시현,감독,삼원녀
14436,10002440,권영순,감독,인사여무
14437,10089930,홍홍,감독,인사여무
14438,10006136,김태일,감독,오월愛
14439,10068997,주로미,감독,오월愛
14440,10079546,태준식,감독,오월愛
14441,10001672,고안원석,감독,오월愛
14442,10062145,정인철,감독,유리벽 속의 두 연인
14443,10028839,박수일,감독,장미빛 여자
14444,10072874,최현민,감독,장미빛 여자
14445,10004364,김봉은,감독,너에게 나를 보낸다 2
14446,10006211,김한성,감독,대명
14447,10005590,김정용,감독,대명
14448,10051525,왕룡,감독,맹구와 북두신검
14449,10029005,박우상,감독,파라문
14450,10001683,고영남,감독,독사
14451,10054296,윤삼육,감독,독사
14452,10058602,임선,감독,태권 파이터
14453,10002499,권일수,감독,태권 파이터
14454,10079546,태준식,감독,땅의 여자
14455,10002480,권우정,감독,땅의 여자
14456,20150799,김설해,감독,땅의 여자
14457,10005865,김지현,감독,땅의 여자
14458,10051525,왕룡,감독,드래곤 볼
14459,10005036,김영한,감독,화랑브이 3총사
14460,10030331,백승화,감독,반드시 크게 들을 것
14461,10087443,한덕규,감독,오늘같이 좋은 날
14462,10061500,전태식,감독,어둠의 딸
14463,10054046,유진선,감독,매춘시대
14464,10007504,남기웅,감독,대학로에서 매춘하다가 토막살해당한 여고생 아직 대학로에 있다
14465,10040912,심형래,감독,2001용가리
14466,20112883,그렉 티어넌,감독,토마스와 친구들 - 극장판 2
14467,10028575,박동현,감독,기이한 춤 : 기무
14468,10057096,이일목,감독,봉성부인
14469,10070517,진석모,감독,봉성부인
14470,10029555,박호태,감독,빨간 색깔의 여자
14471,10002176,구스 반 산트,감독,엘리펀트
14472,10057171,이장수,감독,당신은 아름답다
14473,20111715,장혜영,감독,당신은 아름답다
14474,20111731,백승창,감독,당신은 아름답다
14475,10090007,황규덕,감독,지금 우리는 사랑하고 싶다
14476,10057543,이지룡,감독,지금 우리는 사랑하고 싶다
14477,20154489,박민,감독,마법천자문: 대마왕의 부활을 막아라
14478,20173075,김진주,감독,마법천자문: 대마왕의 부활을 막아라
14479,10004265,김병갑,감독,마법천자문: 대마왕의 부활을 막아라
14480,20160437,김창수,감독,마법천자문: 대마왕의 부활을 막아라
14481,10054403,윤영기,감독,마법천자문: 대마왕의 부활을 막아라
14482,20113773,김두한,감독,마법천자문: 대마왕의 부활을 막아라
14483,20111737,선지연,감독,마법천자문: 대마왕의 부활을 막아라
14484,20115454,김승호,감독,짧은 시간 긴 시간
14485,10056000,이성구,감독,해벽
14486,10001683,고영남,감독,천풍
14487,10005423,김인수,감독,전갈군단
14488,10001471,고달우,감독,좋아서 만든 영화
14489,10004090,김모모,감독,좋아서 만든 영화
14490,10005036,김영한,감독,서울야누스
14491,10054898,이규형,감독,사랑만들기
14492,20066938,박성미,감독,"60년전, 사선에서"
14493,10054659,은희복,감독,전설철인 키메랑
14494,10030335,백연아,감독,소리아이
14495,10058661,임아론,감독,빼꼼의 머그잔 여행
14496,10000680,강성룡,감독,엄지아빠
14497,10055615,이병주,감독,해병묵시록
14498,10030910,베리 레빈슨,감독,레인맨
14499,10033611,빌 필립스,감독,레인맨
14500,10056866,이운철,감독,땡삐
14501,10068628,존 휴스턴,감독,천지창조 / 더 바이블
14502,20115502,프레드 올렌레이,감독,원죄적 본능 2 
14503,10051525,왕룡,감독,용호투금강
14504,10000855,강조원,감독,용호투금강
14505,10001683,고영남,감독,수제자
14506,10057096,이일목,감독,수제자
14507,10040399,신상옥,감독,처녀의 수첩
14508,10047355,엄준,감독,처녀의 수첩
14509,10001625,고보수,감독,철낭자
14510,10007532,남석훈,감독,철낭자
14511,10006136,김태일,감독,송환
14512,10026800,문정현,감독,송환
14513,10031365,변영주,감독,송환
14514,10089612,홍수동,감독,송환
14515,10019044,류미례,감독,송환
14516,10075244,커티스 핸슨,감독,요람을 흔드는 손
14517,20115338,카타오카 슈지,감독,위험한 여자
14518,10064982,조 다마토,감독,위험한 여자
14519,10058090,이현구,감독,위험한 여자
14520,10005777,김준식,감독,홍두깨
14521,10000628,강범구,감독,팔대취권
14522,10005375,김응천,감독,대학 괴짜들
14523,10004265,김병갑,감독,왕후 심청
14524,10007878,넬슨 신,감독,왕후 심청
14525,10052282,우태영,감독,에로틱 걸
14526,10054765,이경주,감독,스무해 첫째날
14527,10065800,조명화,감독,스무해 첫째날
14528,20063819,양태화,감독,내가 성에 관해 알고 있는 몇가지 이야기들
14529,20111057,서명수,감독,나비두더지
14530,10060143,장률,감독,망종
14531,10003620,김광식,감독,비천괴수
14532,10005590,김정용,감독,비천괴수
14533,10072093,최경옥,감독,천마산의 결투
14534,20168821,김도연,감독,강을 건너는 사람들
14535,20123666,손미,감독,강을 건너는 사람들
14536,10003891,김덕철,감독,강을 건너는 사람들
14537,10005423,김인수,감독,말해버릴까
14538,10002499,권일수,감독,고추불패
14539,10005423,김인수,감독,네가 좋아
14540,10036940,손창호,감독,네가 좋아
14541,20110837,김정현,감독,울면 바보야
14542,10062315,정창화,감독,노명검
14543,20127451,김선경,감독,노명검
14544,10053496,유가량,감독,소림용문방
14545,10029005,박우상,감독,귀문의 왼발잡이
14546,10029005,박우상,감독,내 갈 길을 묻지마
14547,10058081,이혁수,감독,악충
14548,20127451,김선경,감독,흑룡
14549,10001683,고영남,감독,지옥의 초대장
14550,20110730,태미 추,감독,나를 닮은 얼굴
14551,10005590,김정용,감독,벽과 벽사이에
14552,10005048,김영효,감독,구삼육 사건
14553,10058483,임권택,감독,울지 않으리
14554,10007420,나한봉,감독,울지 않으리
14555,10054296,윤삼육,감독,울지 않으리
14556,10072639,최인현,감독,출발
14557,20112797,김성권,감독,회복
14558,10005708,김종철,감독,회복
14559,10009107,님로드 안탈,감독,프레데터스
14560,10090225,황윤,감독,어느날 그 길에서
14561,10005399,김이찬,감독,어느날 그 길에서
14562,10072804,최창규,감독,하나님이 어디 있어요
14563,10058081,이혁수,감독,지옥 12관문
14564,10054296,윤삼육,감독,지옥 12관문
14565,10058081,이혁수,감독,십이대천왕
14566,10057096,이일목,감독,십이대천왕
14567,10089612,홍수동,감독,워낭소리
14568,10057749,이충렬,감독,워낭소리
14569,10058164,이형표,감독,소애권
14570,10058081,이혁수,감독,소문 12방/소문십이방
14571,10057096,이일목,감독,소문 12방/소문십이방
14572,10058164,이형표,감독,여애권
14573,10057096,이일목,감독,여애권
14574,10058164,이형표,감독,신 애권/新愛券
14575,10057096,이일목,감독,신 애권/新愛券
14576,10058164,이형표,감독,애권
14577,10057096,이일목,감독,애권
14578,10035802,설태호,감독,혈보산천
14579,10057258,이정권,감독,하얀 노을
14580,10087459,한명구,감독,밥만 먹고 못살아
14581,10003742,김기현,감독,밥만 먹고 못살아
14582,10029005,박우상,감독,신의 이방인
14583,10028839,박수일,감독,신의 이방인
14584,10004760,김수용,감독,가위 바위 보
14585,10087553,한스 귄터 뷕킹,감독,가위 바위 보
14586,10007501,남기남,감독,헤드폰을 벗어라
14587,10040890,심재석,감독,"바람, 바람, 바람"
14588,20114692,아리엘 슐만,감독,파라노말 액티비티4
14589,20114691,헨리 유스트,감독,파라노말 액티비티4
14590,10035704,석도원,감독,루트 7
14591,20113286,김병기,감독,청개구리들/5학년 3반 청개구리들
14592,10004249,김백준,감독,과거는 낯선 나라다
14593,10005373,김응수,감독,과거는 낯선 나라다
14594,10054296,윤삼육,감독,이태원 밤하늘엔 미국달이 뜨는가
14595,10035512,서웅,감독,예수천당
14596,10054323,윤석훈,감독,캬바레부인
14597,10004364,김봉은,감독,캬바레부인
14598,10004363,김봉운,감독,캬바레부인
14599,10062145,정인철,감독,호스테스 미스고
14600,20063776,박용준,감독,호스테스 미스고
14601,10054960,이길주,감독,도시의 상처
14602,10047353,엄종선,감독,변강쇠 3
14603,10058081,이혁수,감독,호걸춘풍
14604,10057096,이일목,감독,호걸춘풍
14605,10058081,이혁수,감독,오사까 대부
14606,10056675,이영우,감독,오사까 대부
14607,10057096,이일목,감독,오사까 대부
14608,10072874,최현민,감독,오사까 대부
14609,10065800,조명화,감독,다른 시간 다른 장소
14610,10004898,김양득,감독,0점하의 자식들
14611,10040529,신우철,감독,휘파람부는 여자
14612,10072874,최현민,감독,학창시절
14613,10000536,강대선,감독,여고시절
14614,20112025,김영진,감독,꿍따리 유랑단
14615,10055192,이두용,감독,뉴욕 44번지
14616,10055192,이두용,감독,속 돌아온 외다리
14617,10006044,김청기,감독,삼토스와 댕기똘이
14618,10065800,조명화,감독,삼토스와 댕기똘이
14619,10062277,정진수,감독,아르바이트 여자
14620,10005590,김정용,감독,정부와 정사
14621,10064985,조 단테,감독,스몰 솔저
14622,10067817,존 매든,감독,미세스 브라운 
14623,20115481,니콜라스 자세노벡,감독,페이퍼 하트
14624,10030331,백승화,감독,반드시 크게 들을 것 2 : Wild Days
14625,10058765,임정수,감독,불이라 불리운 여인
14626,10032042,브래드 버드,감독,미션임파서블:고스트프로토콜
14627,20068946,김경미,감독,내 곁에 있어줘
14628,10048274,에릭 쿠,감독,내 곁에 있어줘
14629,10051184,올리버 스톤,감독,7월 4일생
14630,20172200,오쿠 와타루,감독,미히로의 19금 강좌
14631,10073748,카미야마 켄지,감독,동쪽의 에덴 극장판 ① 더 킹오브 에덴
14632,20030672,박한순,감독,사랑스런 이웃집 여자
14633,20063776,박용준,감독,꽃그늘 속에 부는 바람
14634,10054886,이규웅,감독,밤에도 뜨는 태양
14635,10055865,이상언,감독,시집 갈래요
14636,10055192,이두용,감독,작은 새
14637,10065800,조명화,감독,불꽃 슛 통키
14638,10072139,최기풍,감독,불꽃 슛 통키
14639,10058128,이현진,감독,감방
14640,10007532,남석훈,감독,감방
14641,10055192,이두용,감독,무장 해제
14642,10072486,최영철,감독,흑백대권
14643,20111433,이상구,감독,마지막 대결
14644,10062315,정창화,감독,흑무사
14645,10087262,하주택,감독,쫄병수첩 2
14646,10072116,최구용,감독,쫄병수첩 2
14647,10072486,최영철,감독,용왕삼태자
14648,10072183,최동준,감독,용왕삼태자
14649,10004760,김수용,감독,일요일의 손님들
14650,10064101,제임스 맨골드,감독,나잇&데이
14651,10018168,롭 라이너,감독,어퓨굿맨
14652,10054657,은하수,감독,영웅후레쉬
14653,10083572,폴 맥기건,감독,케미컬 제너레이션 
14654,10007532,남석훈,감독,소림통천문
14655,10057096,이일목,감독,소림통천문
14656,10058081,이혁수,감독,소림사 흑표
14657,10057096,이일목,감독,소림사 흑표
14658,20127893,김형준,감독,신권비객
14659,10029555,박호태,감독,빨간 앵두 2
14660,10005615,김정철,감독,그대 있어야 할 자리에
14661,20111459,이상준,감독,그대 있어야 할 자리에
14662,10051104,올라턴드 오선샌미,감독,포스 카인드
14663,10004856,김시현,감독,홍병매
14664,10068105,존 싱글톤,감독,샤프트
14665,10068105,존 싱글톤,감독,샤프트
14666,10073859,케이시 레몬즈,감독,이브의 시선 
14667,10027392,미야케 류타,감독,주온-원혼의 부활
14668,10042137,아사토 마리,감독,주온-원혼의 부활
14669,10075244,커티스 핸슨,감독,당신이 그녀라면
14670,10005950,김진태,감독,오룡대협
14671,10070223,지진화,감독,오룡대협
14672,10070738,진훈기,감독,오룡대협
14673,20110286,최진,감독,아랑 낭자전
14674,10029036,박윤교,감독,아랑 낭자전
14675,10000628,강범구,감독,일대영웅
14676,10060540,장진원,감독,신용검객
14677,10060540,장진원,감독,독룡
14678,20030841,김진수,감독,고금소총 3
14679,10070109,지영호,감독,고금소총 3
14680,10001683,고영남,감독,왕룡
14681,10007002,나유,감독,왕룡
14682,10005375,김응천,감독,월하의 사미인곡
14683,10056675,이영우,감독,월하의 사미인곡
14684,10029036,박윤교,감독,월하의 사미인곡
14685,10072874,최현민,감독,월하의 사미인곡
14686,10004856,김시현,감독,용문 파계 제자
14687,10005950,김진태,감독,월광쌍수
14688,10004856,김시현,감독,십팔(18)통문방
14689,10005590,김정용,감독,복권
14690,10004856,김시현,감독,무림 5걸
14691,10004856,김시현,감독,내일 없는 추적
14692,10004856,김시현,감독,흑묘
14693,10062375,정한우,감독,죄없는 병사들
14694,10054046,유진선,감독,들병이
14695,10058765,임정수,감독,제2의 성
14696,10065800,조명화,감독,가슴으로 타는 밤
14697,10086425,필립 노이스,감독,해리슨 포드의 긴급명령 
14698,10013023,돈 테일러,감독,오멘 2
14699,10019255,리 그랜트,감독,오멘 2
14700,10016593,로버트 레드포드,감독,스팅
14701,10083456,폴 뉴먼,감독,스팅
14702,10067045,조지 로이 힐,감독,스팅
14703,10016593,로버트 레드포드,감독,위대한 켓스비
14704,10016718,로버트 버틀러,감독,쟈글라
14705,10034085,사무엘 풀러,감독,사우스 스트리트의 소매치기 
14706,10065809,조문진,감독,어린 시절
14707,10086840,하명중,감독,박수무당
14708,10058705,임원식,감독,박수무당
14709,10056000,이성구,감독,토요일 밤에
14710,10086670,하길종,감독,수절
14711,10086840,하명중,감독,수절
14712,10029005,박우상,감독,맹인 대협객
14713,10058081,이혁수,감독,달마신공
14714,10087658,한영희,감독,3xFTM
14715,10058080,이혁상,감독,3xFTM
14716,10005439,김일란,감독,3xFTM
14717,10004664,김성희,감독,3xFTM
14718,10052686,웨스 크레이븐,감독,나이트 플라이트
14719,10060183,장민,감독,옥보단 3 
14720,10032708,블라디미르 멘쇼프,감독,나이트 워치
14721,10081588,티무르 베크맘베토브,감독,나이트 워치
14722,20111790,피터 레페니오티스,감독,볼츠와 블립 
14723,10071294,찰리 채플린,감독,시티 라이트
14724,20189711,소효려,감독,모던 타임즈
14725,10071294,찰리 채플린,감독,모던 타임즈
14726,20111802,이성규,감독,오래된 인력거
14727,20111446,이상우,감독,트로피컬 마닐라
14728,10073057,츠지 하츠키,감독,유희왕
14729,10007532,남석훈,감독,여신탐
14730,10072926,최훈,감독,여신탐
14731,10083409,포학례,감독,여신탐
14732,10056462,이안,감독,결혼 피로연
14733,20115692,토니 랜들,감독,틱스
14734,20115672,조르쥬 라민토,감독,여우의 미소
14735,10051387,와타나베 마키코,감독,사랑의 예감
14736,10001596,코바야시 마사히로,감독,사랑의 예감
14737,20115665,루돌프 토메,감독,사랑의 예감
14738,20115651,바비 진 레오나르도,감독,아메리칸 닌자 5
14739,20115631,브레티슬라브 포야르,감독,날으는 운동화
14740,10041018,아그네츠카 홀란드,감독,올리비에 올리비에 
14741,20115536,로베르 르빠쥬,감독,라인의 황금
14742,10051467,왕 샤우디,감독,또또와 유령친구들
14743,10057736,이춘만,감독,또또와 유령친구들
14744,20115484,르네 카르도나 쥬니어,감독,야수의 표적 
14745,20115458,앤드류 컬,감독,파라노말 포제션
14746,10003327,기타노 다케시,감독,고하토
14747,10050546,오시마 나기사,감독,고하토
14748,10027610,미카엘 하네케,감독,하얀리본
14749,10007260,나카하라 슌,감독,"단지처, 오후의 정사"
14750,10015964,로라 가버트,감독,노 임팩트 맨
14751,10061152,저스틴 쉐인,감독,노 임팩트 맨
14752,10031779,브라이언 라지,감독,오페라- 햄릿 (메트로폴리탄)
14753,10048078,에릭 로샹,감독,패트리어트 
14754,10044874,알렉스 켄드릭,감독,믿음의 승부
14755,10043853,안토니오 나아로,감독,미 투
14756,10045132,알바로 파스토르,감독,미 투
14757,10016116,로랑 캉테,감독,클래스
14758,20156940,일마르 라그,감독,클래스
14759,10052697,위덕성,감독,하이자오 7번지
14760,20115278,후인 루,감독,하얀 아오자이
14761,20115312,빈첸트 던,감독,동물적 본색 
14762,20115282,R.J. 커들러,감독,셉템버 이슈
14763,10013870,라쉬드 누구마노프,감독,이글라
14764,10024089,마크 레빈,감독,슬램 
14765,20115141,패트릭 그랜드피레트,감독,써가 
14766,10020133,리차드 쉐퍼드,감독,옥시즌
14767,20113921,셍게도르지 잔치브도르지,감독,옥시즌
14768,10040866,심우섭,감독,아리송해
14769,10005950,김진태,감독,아리송해
14770,10055459,이민욱,감독,출세작전
14771,10062284,정진우,감독,황소 타고 시집 왔네
14772,10002440,권영순,감독,오부자
14773,10008100,노세한,감독,90 벌레먹은 장미
14774,10047257,어약선,감독,창수만세
14775,10004780,김수형,감독,뭔가 보여드리겠읍니다
14776,10005375,김응천,감독,너는 여자 나는 남자
14777,10055934,이서군,감독,러브 러브
14778,10004843,김시경,감독,러브 러브
14779,10005036,김영한,감독,스타짱가 제트(Z) 마징가 브이 슈퍼베타맨
14780,10061402,전유성,감독,스타짱가 제트(Z) 마징가 브이 슈퍼베타맨
14781,10005036,김영한,감독,로버트스타 짱가
14782,10035512,서웅,감독,로버트스타 짱가
14783,10040866,심우섭,감독,여자는 괴로워
14784,20110835,박영진,감독,여자는 괴로워
14785,10054323,윤석훈,감독,소림십대여걸
14786,10005590,김정용,감독,소림십대여걸
14787,10060335,장영일,감독,러브호텔 비상구
14788,10004116,김문옥,감독,그때 죽어도 좋았다
14789,10040399,신상옥,감독,장미와 들개
14790,10040399,신상옥,감독,춘희 '75
14791,10088806,헨리 해서웨이,감독,흑장미
14792,10050440,오손 웰즈,감독,흑장미
14793,10040535,신위균,감독,흑장미
14794,10004707,김소영,감독,방황의 날들
14795,10029036,박윤교,감독,낭자 한
14796,10054858,이구영,감독,쌍옥루
14797,10057977,이필우,감독,쌍옥루
14798,10035704,석도원,감독,언제나 그 자리에
14799,10004595,김성수,감독,"비,여자 그리고 에로티시즘"
14800,10060133,장두희,감독,엑스(X)성을 가진 여자
14801,10008100,노세한,감독,작은 사랑의 노래
14802,10058706,임원직,감독,멋진 사나이들
14803,10054323,윤석훈,감독,소림사 주방장
14804,10051525,왕룡,감독,소림사 주방장
14805,10005590,김정용,감독,소림사 주방장
14806,20127434,김욱,감독,원권
14807,10061393,전우열,감독,원권
14808,10005590,김정용,감독,원권
14809,10062284,정진우,감독,가을을 남기고 간 사랑
14810,20110835,박영진,감독,가을을 남기고 간 사랑
14811,10013775,라마,감독,흑표객
14812,10007532,남석훈,감독,흑표객
14813,10072926,최훈,감독,흑표객
14814,10079546,태준식,감독,샘터분식-그들도 우리처럼
14815,10036784,손경화,감독,샘터분식-그들도 우리처럼
14816,10040563,신임호,감독,샘터분식-그들도 우리처럼
14817,10065915,조성규,감독,"온 더 로드, 투"
14818,10006116,김태용,감독,"온 더 로드, 투"
14819,10004858,김시화,감독,영웅들의 날개짓
14820,10005614,김정진,감독,세나의 신혼일기
14821,10003523,김경관,감독,예수
14822,10026681,문덕성,감독,예수
14823,10061901,정수용,감독,예수
14824,10068637,존 A. 데이비스,감독,앤트 불리
14825,10033706,빌리 크리스탈,감독,아메리칸 스윗하트
14826,10065013,조 로스,감독,아메리칸 스윗하트
14827,10039429,스티븐 소더버그,감독,에린 브로코비치
14828,10052035,우디 앨런,감독,에브리원 세즈 아이러브유 
14829,10024067,마크 딘달,감독,치킨리틀
14830,10072116,최구용,감독,서울공주
14831,10000505,강구연,감독,서울공주
14832,20112210,전화성,감독,겨울냄새
14833,10062145,정인철,감독,사랑 그리고 죽는 연습
14834,10004595,김성수,감독,매춘 4
14835,10006044,김청기,감독,제3세대 우뢰메 6
14836,10002440,권영순,감독,용사왕
14837,10054886,이규웅,감독,내시의 아내
14838,10007603,남태권,감독,내시의 아내
14839,10004595,김성수,감독,매춘 5
14840,10000536,강대선,감독,천마신검
14841,10003718,김기영,감독,복카치오 92
14842,10005950,김진태,감독,탈명비주
14843,10005375,김응천,감독,담다디
14844,10040912,심형래,감독,드래곤 투카
14845,10003860,김대중,감독,드래곤 투카
14846,10005036,김영한,감독,요절복통 신 양반뎐
14847,10058081,이혁수,감독,거지왕 김춘삼
14848,20110837,김정현,감독,멋대로 해라
14849,10054296,윤삼육,감독,멋대로 해라
14850,20114451,브렛 래트너,감독,러시 아워 3
14851,20114451,브렛 래트너,감독,러시 아워 
14852,10070469,진목승,감독,성룡의 CIA
14853,10010131,당계례,감독,성룡의 폴리스 스토리 4
14854,10007002,나유,감독,금강혈인
14855,10005950,김진태,감독,금강혈인
14856,10070738,진훈기,감독,금강혈인
14857,20127451,김선경,감독,무림대협
14858,10051525,왕룡,감독,무림대협
14859,10005950,김진태,감독,신 당산대형
14860,10087658,한영희,감독,종로의 기적
14861,10089864,홍지유,감독,종로의 기적
14862,10058080,이혁상,감독,종로의 기적
14863,10005439,김일란,감독,종로의 기적
14864,10004664,김성희,감독,종로의 기적
14865,10027853,민준기,감독,무인도의 남과 여
14866,10002499,권일수,감독,무인도의 남과 여
14867,10065800,조명화,감독,소림사 왕서방
14868,10046999,양영희,감독,"굿바이, 평양"
14869,10004856,김시현,감독,신풍협객
14870,10003692,김기,감독,어머니의 영광
14871,10035704,석도원,감독,모스크바에서 온 S여인
14872,10035704,석도원,감독,캉캉 69
14873,10000536,강대선,감독,요색유희
14874,10083593,폴 모리슨,감독,리틀 애쉬 : 달리가 사랑한 그림
14875,10029552,박호진,감독,생과 사의 그 순간
14876,10031538,보아즈 야킨,감독,리멤버 타이탄
14877,10082956,페니 마샬,감독,프리처스와이프
14878,10039672,스파이크 리,감독,히 갓 게임
14879,10080307,토드 윌리엄스,감독,파라노말 액티비티 2
14880,10050234,오렌 펠리,감독,파라노말 액티비티
14881,20114451,브렛 래트너,감독,패밀리맨
14882,10065800,조명화,감독,뼈와 살이 타는 밤
14883,10007435,나홍균,감독,춤추는 청춘 대학
14884,10005375,김응천,감독,춤추는 청춘 대학
14885,10005759,김주희,감독,장닭 고교얄개
14886,10034808,상일환,감독,원색의 청춘
14887,10005036,김영한,감독,원색의 청춘
14888,20030726,이광섭,감독,B타임의 정사
14889,10005036,김영한,감독,한녀
14890,10056932,이유섭,감독,한녀
14891,10072874,최현민,감독,한녀
14892,10006227,김향,감독,대춘향전
14893,10050164,오덕제,감독,실크커텐 저편
14894,10007501,남기남,감독,소림대사
14895,10090384,황풍,감독,대표객
14896,10054659,은희복,감독,오 내사랑 임꺽정
14897,10072610,최은종,감독,올웨이스 비보이
14898,10002481,권우탁,감독,올웨이스 비보이
14899,10072139,최기풍,감독,삼중성
14900,10038709,스테판 루조비츠키,감독,아나토미 2
14901,10062284,정진우,감독,이혼녀
14902,10065228,조건선,감독,이혼녀
14903,10072849,최하동하,감독,사람은 무엇으로 사는가
14904,10054749,경순,감독,사람은 무엇으로 사는가
14905,10006846,나루,감독,사람은 무엇으로 사는가
14906,10058574,임병석,감독,전사 라이안
14907,10028399,박건,감독,블랙 트리오
14908,10029005,박우상,감독,나를 보라 아메리카
14909,20190086,파비엔 지젠다너,감독,작은 거인
14910,10005590,김정용,감독,작은 거인
14911,10002499,권일수,감독,암흑가의 무소속
14912,10040912,심형래,감독,영구와 땡칠이 4탄-홍콩할매귀신
14913,10007501,남기남,감독,영구와 땡칠이 4탄-홍콩할매귀신
14914,10087459,한명구,감독,고금소총
14915,10070109,지영호,감독,고금소총
14916,10028462,박광우,감독,배꼽버스
14917,10023274,마이클 앤더슨,감독,초인 사베지
14918,10057256,이정국,감독,태양 속의 남자
14919,10046918,양병간,감독,태양 속의 남자
14920,10087443,한덕규,감독,태양 속의 남자
14921,10061393,전우열,감독,대비상망
14922,20110286,최진,감독,대비상망
14923,10060554,장철,감독,철수무정
14924,10061882,정소영,감독,애수의 샌프란시스코
14925,10061880,정소영,감독,성숙
14926,10004116,김문옥,감독,보통여자시대
14927,10056078,이세민,감독,보통여자시대
14928,10062140,정인엽,감독,이별아닌 이별
14929,10058887,임필형,감독,이별아닌 이별
14930,20111331,이기원,감독,빛은 내 가슴에
14931,20030841,김진수,감독,복카치오 94
14932,10053986,유중환,감독,복카치오 94
14933,10067805,마크 로빈슨,감독,비오는 날 다시한번
14934,20110332,정성복,감독,라이브 인 3D 휘성 : 잇츠 리얼
14935,10035704,석도원,감독,드라큐라 애마
14936,10086840,하명중,감독,엄마결혼식
14937,10065809,조문진,감독,엄마결혼식
14938,10054296,윤삼육,감독,엄마결혼식
14939,10020156,리처드 소프,감독,흑기사
14940,10060447,장일호,감독,옥중녀
14941,10001731,고응호,감독,불춤
14942,10005590,김정용,감독,귀타귀 2-인혁인/귀타귀(속)
14943,10040535,신위균,감독,귀타귀 2-인혁인/귀타귀(속)
14944,10060447,장일호,감독,흑발
14945,10007532,남석훈,감독,흑발
14946,10078519,클린트 이스트우드,감독,어둠속에 벨이 울릴 때
14947,10016802,로버트 스티븐슨,감독,털보 대소동
14948,10046042,앤드류 L. 스톤,감독,송 오브 노르웨이
14949,10005235,김유민,감독,뜨거운 바다
14950,10052282,우태영,감독,나 이제 너를 잊으리
14951,10083753,폴 웬드코스,감독,콘돌의 요새
14952,20217348,조현용,감독,사랑받는 여자
14953,10065913,조성구,감독,배꼽위에 여자
14954,10058765,임정수,감독,성숙한 외출
14955,10054183,육방,감독,화녀도정
14956,10072711,최제원,감독,화녀도정
14957,20110172,우창상,감독,더 러브
14958,10004595,김성수,감독,색깔있는 남자
14959,10057543,이지룡,감독,달빛 멜로디
14960,10054702,이강길,감독,살기 위하여
14961,10005460,김일환,감독,우리가 진정 가야할 곳은
14962,10005373,김응수,감독,천상고원
14963,10057258,이정권,감독,불륜의 바다
14964,20111326,이광섭,감독,불륜의 바다
14965,10072447,최야성,감독,검은 도시
14966,10004856,김시현,감독,일소일권
14967,10056886,이원세,감독,하늘이 부를때까지
14968,10057331,이정호,감독,물위의 하룻밤
14969,10026718,문성욱,감독,물위의 하룻밤
14970,10000847,강정수,감독,물위의 하룻밤
14971,10006044,김청기,감독,로보트 태권 V 90
14972,10029555,박호태,감독,호호전
14973,10065800,조명화,감독,특명 미녀군단
14974,10002499,권일수,감독,늪속의 불안개는 잠들지 않는다
14975,10040529,신우철,감독,늪속의 불안개는 잠들지 않는다
14976,10035704,석도원,감독,애마부인 7
14977,10071132,차성호,감독,어울렁 더울렁
14978,10070109,지영호,감독,에미 이름은 조센삐였다
14979,10004780,김수형,감독,산딸기 6
14980,20111448,이상우,감독,산딸기 6
14981,10062145,정인철,감독,첫날밤에 내린 비
14982,10028839,박수일,감독,첫날밤에 내린 비
14983,10072139,최기풍,감독,춘화춘풍
14984,10007501,남기남,감독,슈퍼맨 일지매
14985,10002440,권영순,감독,사향마곡
14986,10083439,폴 그린그래스,감독,플라이트93
14987,10004856,김시현,감독,인자문살수
14988,10004856,김시현,감독,최후의 정무문
14989,10057096,이일목,감독,최후의 정무문
14990,10066757,조욱희,감독,"용서, 그 먼 길 끝에 당신이 있습니까"
14991,10057343,이제락,감독,자정이후
14992,10005423,김인수,감독,자정이후
14993,10020107,리차드 브룩스,감독,딸라
14994,10052397,워렌 비티,감독,딸라
14995,10005014,김영제,감독,알게 될 거야
14996,10007501,남기남,감독,평양맨발
14997,10005460,김일환,감독,평양맨발
14998,10057096,이일목,감독,평양맨발
14999,10073079,츠카모토 신야,감독,6월의 뱀
15000,10073249,카네코 슈스케,감독,소녀 검객 아즈미 대혈전 2
15001,10028971,박옥상,감독,후궁한
15002,10005590,김정용,감독,홍도경
15003,10060143,장률,감독,중경
15004,10065915,조성규,감독,중경
15005,10031982,브라이언 헬겔랜드,감독,페이백
15006,10025898,멜 깁슨,감독,페이백
15007,10004116,김문옥,감독,헬로우 변강쇠
15008,10004116,김문옥,감독,애마와 변강쇠
15009,10087459,한명구,감독,애마와 변강쇠
15010,10043561,안승호,감독,애마와 변강쇠
15011,10054231,윤대룡,감독,마음의 진주
15012,20030739,이성민,감독,야성의 숲
15013,10061489,전창근,감독,바다의 정열
15014,10035568,서정규,감독,바다의 정열
15015,20110959,김정환,감독,바다의 정열
15016,10058081,이혁수,감독,외팔이 여신용
15017,10002499,권일수,감독,외팔이 여신용
15018,10057096,이일목,감독,외팔이 여신용
