,movieCd,auditNo,watchGradeNm,watchCd
3442,19900074,90-298 ,연소자관람불가,19
3443,19890056,89-163,연소자관람불가,19
3444,19880067,88-274,연소자관람불가,19
3445,19860061,86-156,연소자관람불가,19
3446,19830093,,연소자관람불가,19
3447,19820030,,국민학생관람불가,12
3448,19820022,6045,국민학생관람불가,12
3449,19820004,6044,연소자관람불가,19
3450,19810032,5988,국민학생관람불가,12
3451,19810011,,국민학생관람불가,12
3452,20174348,2018-MF01364,12세이상관람가,12
3453,20100197,2007-F300,청소년관람불가,19
3454,20040762,2004-F324,15세관람가,15
3455,20169443,2017-MF02210,15세이상관람가,15
3456,20182021,2017-MF01157,전체관람가,all
3457,19840047,6268,연소자관람불가,19
3458,19830081,6202,연소자관람불가,19
3459,19830055,6178,국민학생관람불가,12
3460,19830046,6116,국민학생관람불가,12
3461,19820040,6068,연소자관람불가,19
3462,19800126,5944,연소자관람불가,19
3463,19790038,,국민학생관람불가,12
3464,19760114,,12세이상관람가,12
3465,19760102,,12세이상관람가,12
3466,19760093,,12세이상관람가,12
3467,19740043,,15세이상관람가,15
3468,19970030,97-234,연소자관람불가,19
3469,19960058,96-39,연소자관람불가,19
3470,19890044,89-82,연소자관람가,all
3471,20174643,2017-MF01636,12세이상관람가,12
3472,19910023,91-93,연소자관람불가,19
3473,20030161,2003-F246,15세관람가,15
3474,20149819,2014-MF00840 ,청소년관람불가,19
3475,19950053,95-367,연소자관람불가,19
3476,19860089,86-191,연소자관람가,all
3477,20148620,2014-MF01276 ,15세이상관람가,15
3478,20217448, 2021-MF00435 ,청소년관람불가,19
3479,20217467,2021-MF00436 ,청소년관람불가,19
3480,19860037,,연소자관람가,all
3481,19850075,85-35,국민학생관람불가,12
3482,19780040,,12세이상관람가,12
3483,19750085,,12세이상관람가,12
3484,20174323,2017-MF02227,12세이상관람가,12
3485,20060248,2006-F249 ,18세관람가,19
3486,20131206,2013-MF00469 ,청소년관람불가,19
3487,20181876,2018-MF01977,전체관람가,all
3488,20090906,2009-F449,청소년관람불가,19
3489,19970112,95-408,고등학생이상관람가,15
3490,20174244,2018-MF01743,전체관람가,all
3491,20090641,2010-F76,12세이상관람가,12
3492,19870038,87-99,고등학생이상관람가,15
3493,19920091,92-41,고등학생이상관람가,15
3494,19890063,89-279,연소자관람불가,19
3495,20204684,2020-MF01981,전체관람가,all
3496,20193275,2019-MF01489,전체관람가,all
3497,20183050,2018-MF02135,전체관람가,all
3498,20101014,2010-F467,15세이상관람가,15
3499,19970056,97-54,고등학생이상관람가,15
3500,19820115,,국민학생관람불가,12
3501,20050258,2005-F261,12세관람가,12
3502,19550043,,,all
3503,19710023,,12세이상관람가,12
3504,19890035,89-142,연소자관람가,all
3505,19830101,6069,연소자관람불가,19
3506,19890070,89-313,연소자관람불가,19
3507,19900002,90-63 ,연소자관람불가,19
3508,19890077,89-264,연소자관람불가,19
3509,20101007,2010-F430,청소년관람불가,19
3510,20166762,2017-MF01642,12세이상관람가,12
3511,19990044,99-F042,18세관람가,19
3512,19960029,96-278,연소자관람불가,19
3513,19960048,96-168,연소자관람불가,19
3514,19970011,K97-78,18세 미만인 자는 관람할 수 없는 등급,19
3515,19820042,6057,국민학생관람불가,12
3516,19810052,6031,연소자관람불가,19
3517,19809028,5961,국민학생관람불가,12
3518,19800060,5948,연소자관람불가,19
3519,19800023,5888,연소자관람불가,19
3520,19780061,,12세이상관람가,12
3521,19780028,,12세이상관람가,12
3522,19770045,,12세이상관람가,12
3523,19730045,,15세이상관람가,15
3524,19720101,,12세이상관람가,12
3525,19710087,,12세이상관람가,12
3526,20156709,2015-MF01181 ,청소년관람불가,19
3527,19990090,99-021,모든 관람객이 관람할 수 있는 등급,all
3528,19990063,99-F101,12세관람가,12
3529,20130961,2014-MF00933 ,12세이상관람가,12
3530,20010002,2001-F374,15세관람가,15
3531,20170422,2018-MF00340,전체관람가,all
3532,19970012,97-248,연소자관람불가,19
3533,19940026,94-336,고등학생이상관람가,15
3534,19940047,94-70,연소자관람불가,19
3535,19880015,88-49,연소자관람불가,19
3536,20164048,2018-MF00405,전체관람가,all
3537,20030109,2003-F212,전체관람가,all
3538,20149950,2014-MF00833 ,청소년관람불가,19
3539,20127005,,,all
3540,19900022,90-58,고등학생이상관람가,15
3541,19890018,89-45,연소자관람불가,19
3542,19840015,6219,연소자관람불가,19
3543,19820055,6103,연소자관람불가,19
3544,20080613,5930,연소자관람불가,19
3545,19790022,,국민학생관람불가,12
3546,19760101,,12세이상관람가,12
3547,20101394,,12세이상관람가,12
3548,19740067,,15세이상관람가,15
3549,20100268,,12세이상관람가,12
3550,19910012,91-129,중학생이상관람가,12
3551,19900032,90-125,연소자관람불가,19
3552,19760029,,12세이상관람가,12
3553,19738166,,,all
3554,19838273,,,all
3555,20008749,,15세관람가,15
3556,19650046,,12세이상관람가,12
3557,19840056,6259,연소자관람가,all
3558,19790006,,국민학생관람불가,12
3559,19810006,5974,연소자관람불가,19
3560,19638050,,,all
3561,19760107,,12세이상관람가,12
3562,20090140,89-308,연소자관람불가,19
3563,19890060,89-283,연소자관람불가,19
3564,19880056,88-268,고등학생이상관람가,15
3565,20081066,85-20,국민학생관람불가,12
