,movieCd,movieNm,movieNmEn,openDt,repNationNm,genreCd,companys
4362,19730044,비바리,Bibari,19730707,한국,5,대영영화주식회사
4363,19720005,정과 정 사이에,Between Love,19720408,한국,1,한국예술영화
4364,19710048,지금은 남이지만,I'M Your Daughter,19711221,한국,5,(주)우진필림
4365,19710002,월남에서 돌아온 김상사,Sergeant Kim'S Return From Vietnam,19710422,한국,5,연방영화(주) 
4366,20155413,나쁜 수업,Bad Class,20150915,한국,5,주식회사 비엠미디어
4367,19860031,변강쇠,Byun Kang-Swoi,19860503,한국,5,합동영화(주)
4368,20156870,새폴더2,New Folder 2,20151023,한국,5,더사람픽쳐스
4369,19910002,토끼를 태운 잠수함,The Submarine With A Rabbit Aboard,19910606,한국,5,파랑새프로덕션
4370,20090951,로빈 후드,Robin Hood,20100513,미국,0,유니버셜 픽쳐스
4371,20090104,두목,Boss,19940521,한국,0,(주)황기성 사단
4372,19920006,서울 엠마누엘,Seoul Emmanuel,19930724,한국,19,영화필름
4373,19920056,고독한 실력자,The Lonely Man Of Influence,19920926,한국,0,유니픽쳐
4374,19890065,못먹어도 고,"Bet, Regardless Of Losing",19891021,한국,1,(주)대동흥업
4375,20090411,메디엄,The Haunting In Connecticut,20090729,미국,8,골드써클필름
4376,20133661,소원택시,Secret Travel,20131004,한국,5,(주)마부엔터테인먼트
4377,19970308,내안의남자 ,My Man,19971206,프랑스,5,스튜디오 카날
4378,20080591,미몽(죽음의 자장가),Sweet Dream,19361025,한국,5,경성촬영소
4379,19368016,장화홍련전,Story of Jang-hwa and Hong-ryeon,19360131,한국,5,경성촬영소
4380,19240008,장화홍련전,The Story Of Jang-Hwa And Hong-Ryeon,19240905,한국,5,㈜단성시네마
4381,19750075,애처일기,True Love For Wife,19750516,한국,1,동아흥행㈜
4382,19740074,5천리 대도망,The great escape of 5 thousands Ri,19750202,한국,5,삼영필림
4383,19740035,나이도 어린데,Too young to…..,19741218,한국,1,삼영필림
4384,19740110,마지막 다섯 손가락,The Last Five Fingers,19740511,한국,0,(주)동아수출공사
4385,20100825,동자 대소동,The Great Uproar a Little Boy,20110105,한국,12,(주)H.F.G엔터테인먼트
4386,20040463,마법경찰 갈갈이와 옥동자,Magic Police Galgali And Okdongja,20040213,한국,7,(주)토토엔터테인먼트
4387,19608108,4인의 무뢰한,The Plunderers,19710528,미국,16,유나이티드 아티스트
4388,19890058,인신매매,Flesh Market,19890930,한국,5,성도흥업㈜
4389,19880081,팁,Tip,19881224,한국,1,(주)화천공사
4390,19850046,대학별곡,College Story,19850630,한국,5,(주)우진필림
4391,19780026,오대제자,The Five Disciples,19780609,한국,5,(주)화천공사
4392,19910114,탄드라부인,Mrs. Tantra,19921029,한국,5,세진영화(주)
4393,20090850,공주와 개구리,The Princess And The Frog,20100121,미국,15,월트디즈니 애니메이션 스튜디오
4394,19830090,경아의 사생활,Kyung-Ah'S Private Life,19831125,한국,5,신한영화(주)
4395,19850024,오싱,Ohsing,19850405,한국,5,(주)삼영필림
4396,19800133,귀화산장,The Haunted Villa,19810612,한국,8,(주)화천공사
4397,19780020,불,Fire,19780506,한국,5,합동영화(주)
4398,19720033,아들 딸 찾아 천리길,Looking For Sons And Daughters,19721006,한국,1,삼영필림
4399,19740002,유관순,Yoo Kwan-Sun,19740405,한국,5,합동영화(주)
4400,20101038,대지진,After Shock,20101104,중국,5,당산시 정부
4401,19740093,대지진,Earthquake,19760501,미국,14,유니버셜 픽쳐스
4402,20100807,뮬란: 전사의 귀환,Mulan,20100902,중국,0,베이징
4403,19940429,쥬니어 ,Junior,19941224,미국,9,유니버셜 픽쳐스
4404,20000014,흑우,Black Rain,20000603,한국,0,재인픽쳐스(주)
4405,19890020,내사랑 동키호테,"My Love, Don Quixote",19890401,한국,5,예필림
4406,19880060,풀잎사랑,Puppy Love,19881015,한국,1,삼아
4407,19860069,작은 고추,Little Big Man,19861018,한국,5,동아흥행㈜
4408,20090596,퍼니 게임,Funny Games U.S.,20091008,미국,4,셀룰로이드 드림즈
4409,20060105,라스트 데이즈,Last Days,20060427,미국,5,HBO필름
4410,19880078,슈퍼홍길동2-공초 도사와 슈퍼 홍길동,High Priest Kong-Cho And Super Hong Kil-Dong(2),19881220,한국,2,(주)서울동화엔터프라이즈 
4411,19850028,작년에 왔던 각설이,The Singing Tramp Of Last Year,19850420,한국,5,신한영화(주)
4412,19850014,철부지,A Child-Like Lady,19850309,한국,12,동아흥행㈜
4413,20030032,하늘정원,The Garden Of Heaven,20030404,한국,5,두손드림픽쳐스
4414,20113262,나의 선택-잊혀진 가방 그 못다한 이야기,The Forgotten Bag,20111117,한국,6,파이오니아21
4415,20100737,잊혀진 가방,The Forgotten Bag,20100729,한국,6,파이오니아21
4416,20000066,평화의 시대,Age Of Peace,20000715,한국,9,마이네트코리아(주)
4417,19860019,날개달린 녀석들,Those With Wings,19860401,한국,5,한림영화
4418,19830065,인생극장,Theater Of Life,19830625,한국,5,화풍흥업
4419,19800131,여호신,Yeo-Ho God,19810424,한국,5,우성사
4420,19800128,별명 붙은 사나이,The Man With A Nickname,19810228,한국,5,(주)동협상사
4421,19800041,나를 보러와요,Come And See Me,19800710,한국,5,남아진흥(주)
4422,19800009,낯선 곳에서 하룻밤,One Night At A Strange Place,19800209,한국,5,(주)삼영필림
4423,19790065,동백꽃 신사,The Camellia Man,19791124,한국,0,남아진흥(주)
4424,19790004,12인의 하숙생,The Twelve Boarders,19790116,한국,5,(주)동아수출공사
4425,19780030,오륙도 이무기,Lee Mu-Gi Of Oryuk Island,19780623,한국,5,(주)우진필림
4426,19770038,선생님 안녕,"Good Bye, Sir !",19770709,한국,5,(주)삼영필림
4427,19790066,심봤다,Wild Ginseng,19791130,한국,5,(주)우진필림
4428,19780024,관세음보살,Goddess Of Mercy,19780525,한국,5,(주)동아수출공사
4429,19970024,난중일기,Admiral's diary,19970719,한국,2,(주)한길프로덕션
4430,19780002,난중일기,A War Diary,19780121,한국,5,한진흥업주식회사
4431,19758049,인간 단지,Strong Will Of Cut Fingers,19750816,한국,1,국제
4432,19730047,홍의 장군,General In Red,19731013,한국,2,합동영화(주)
4433,19720047,인왕산 호랑이,A Tiger Of In Wang Mountain,19720813,한국,0,(주)우진필림
4434,19710006,평양 폭격대,The Last Flight To Pyongyang,19720101,한국,11,안양
4435,19600039,버림받은 천사,A Deserted Angel,19601110,한국,5,백조영화사
4436,19600096,울지마라 두남매,"Don'T Cry, Brother And Sister!",19600220,한국,1,샛별영화사 
4437,20148982,반짝이는 박수 소리,Glittering Hands,20150423,한국,6,영화사 낭만
4438,20100662,욕정이 활활,All About My Father,20150625,한국,5,이상우필름
4439,19590006,벤허,Ben-Hur,19720907,미국,5,메트로-골드윈-마이어
4440,20138502,슈퍼피쉬 - 끝없는 여정,Super Fish 3D,20130711,한국,6,KBS
4441,19850078,"여자, 여자","Women, Women",19851130,한국,5,현진필름
4442,20050100,프락치,Spying Cam,20050520,한국,5,씨네굿
4443,20101193,하트 비트,Heartbeats,20101125,캐나다,5,알리앙스 알틀란티스 비바필름
4444,20100346,H2: 어느 살인마의 가족이야기 ,Halloween II,20100610,미국,8,디멘션 필름즈
4445,19910073,뻘,Mud Flat,19911026,한국,5,이만모션픽쳐
4446,19860088,투명인간,Invisible Man,19861223,한국,9,화풍흥업
4447,19860039,초야에 타는 강,Wedding Night Misunderstanding,19860614,한국,5,한진흥업주식회사
4448,19860034,3색스캔들,Colorful Scandal,19860516,한국,5,(주)대동흥업
4449,19850018,여신의 늪,Swamp Of The Goddess,19850323,한국,5,대영영화주식회사
4450,19830016,춤추는 달팽이,Dancing Snail,19830520,한국,12,세경진흥(주)
4451,19820070,진아의 벌레먹은 장미,Jin-Ah'S Rose Eaten By Bugs,19821009,한국,5,(주)삼영필림
4452,19820044,겨울사냥,Winter Hunting,19820619,한국,5,(주)삼영필림
4453,19820026,친구여 조용히 가다오,"Dear Friend, Please Leave Quietly",19820326,한국,5,남아진흥(주)
4454,19820024,이십육×365=0 (속),26 X 365 = 0 (Sequel),19820312,한국,5,연방영화(주) 
4455,19800127,메아리,Echoes,19810226,한국,5,국제
4456,19800122,강변부인,Mrs. Kangbyun,19810101,한국,5,우성사
4457,19800062,야성의 처녀,Wild Woman,19801025,한국,5,동아흥행㈜
4458,19800010,휴가받은 여자,Woman On Vacation,19800216,한국,5,합동영화(주)
4459,19850037,아가씨와 사관,The Miss And The Cadet,19850606,한국,5,(주)삼영필림
4460,19840053,뜸부기 새벽에 날다,A Bird Flying At Dawn,19840908,한국,5,남아진흥(주)
4461,19820072,반노,Rebellion,19821017,한국,5,한진흥업주식회사
4462,19800016,밤의 찬가,Admiration Of Nights,19800315,한국,5,태창흥업
4463,20101114,고스트: 보이지 않는 사랑,GHOST: In Your Arms Again,20101125,일본,1,CJ ENM
4464,19930235,죽음의 뺏지,Maniac Cop 3-Badge Of Silence,19931106,미국,5,오버시즈 필름그룹
4465,2009A762,과거는 왜 물어,Why Do You Ask My Past?,19761203,한국,1,(주)우진필림
4466,19750105,미스 염의 순정시절,Miss Yeom'S Pure Hearts Days,19760213,한국,1,(주)삼영필림
4467,19740119,첫손님,First Guest,19740831,한국,1,신프로덕션
4468,19920084,겨울연가,A Winter Love Song,19920101,한국,5,삼진
4469,19910021,어느 중년부인의 위기,A Middle Aged Woman'S Crisis,19910511,한국,19,금화필림
4470,19850001,바람난 도시,The City In Amour,19850101,한국,5,대영영화주식회사
4471,19820015,사후세계,The Afterworld,19820219,한국,5,한진흥업주식회사
4472,19809032,요,Evil Spirit,19810314,한국,8,화풍흥업
4473,19800029,화려한 경험,Magnificent Experience,19800516,한국,5,신한영화(주)
4474,19790007,이십육×삼백육십오=0,26 X 365 = 0,19790217,한국,5,연방영화(주) 
4475,19789104,철새들의 축제,Festival Of Migrants,19780916,한국,5,한진흥업주식회사
4476,19740042,철면객,Iron Mask Man,19740123,한국,5,합동영화(주)
4477,19740081,빵간에 산다,Living In A Cell,19750510,한국,1,한진흥업주식회사
4478,20060148,수퍼맨 리턴즈,Superman Returns,20060628,미국,9,워너 브러더스 픽쳐스
4479,20152044,러브앤서울 복숭아마을 도색소동기,AV Idol 2,20150727,한국,1,(주)케이알씨지
4480,19790050,족보,The Family Pedigree,19790914,한국,5,(주)화천공사
4481,19710117,족보,A Family Tree,19710722,한국,5,세기상사㈜
4482,19660041,물레방아,A Water Mill,19661110,한국,1,세기상사㈜
4483,19560026,물레방아,A Water Mill,19560817,한국,2,한국영화사
4484,19860030,물레방아,Windmill,19860503,한국,5,세경진흥(주)
4485,19600038,과부,A widow,19601105,한국,5,동양영화사
4486,19790019,과부,Widow,19790410,한국,5,태창흥업
4487,19560036,숙영 낭자전,Story Of Lady Suk-Young,19561231,한국,1,(주)동해영화제작소
4488,20119139,비정,Laughter in the Dark,19711003,영국,5,유나이티드 아티스트
4489,19780046,에너지 선생,Energy Teacher,19781028,한국,5,남아진흥
4490,19950041,위대한 헌터 G. J,The Great Hunter G. J.,19950211,한국,0,두성영화㈜
4491,19920083,변금련 2,Byeon Geum-Ryun 2,19920404,한국,19,고려영화(주)
4492,19910022,변금련,Byun Geum-Ryun,19910511,한국,19,고려영화(주)
4493,19910048,용궁에서 온 거북이와 이무기,The Sea Turtle And The Anaconda From Dragon Palace,19910101,한국,5,(주)키네마서울
4494,19830013,마음은 외로운 사냥꾼,The heart is a lonely hunter,19830402,한국,5,합동영화(주)
4495,19830032,돌아온 용팔이,Yong-Pal Has Returned,19830301,한국,5,신한영화(주)
4496,19830075,사랑과 죽음의 기록,A Record Of Love And Death,19781025,한국,5,국제
4497,19820084,저녁에 우는 새,Bird That Cries At Night,19821129,한국,5,태창엔터테인먼트(주)
4498,19810016,내 모든 것 빼앗겨도,Even If You Take Everything,19810704,한국,12,우성사
4499,19800040,미워도 다시 한번 '80,Love Me Once Again Despite Hatred '80,19800621,한국,5,한림영화
4500,19790013,나녀,Naked Woman,19790310,한국,5,합동영화(주)
4501,19780008,돌아와요 부산항,Come Back To Busan Harbor,19780218,한국,5,대영영화주식회사
4502,19770061,초분,The Early Years,19771124,한국,5,합동영화(주)
4503,19760020,천의 얼굴,Thousand Faces,19760417,한국,5,국제
4504,19760099,맨발의 눈길,Bare Feet In The Snow,19760325,한국,5,(주)우진필림
4505,19750101,소,Cattle,19751205,한국,5,(주)화천공사
4506,19750046,타인의 숨결,Strange Feeling,19750726,한국,5,(주)화천공사
4507,19740003,아내들의 행진,Parade Of Wives,19740516,한국,5,영화진흥위원회
4508,19730050,9월의 찻집,A cafe of September,19731208,한국,1,세기상사㈜
4509,19730025,비련의 벙어리 삼룡,A Deaf Mute Sam-Yong-Yi In Sad Love,19731117,한국,5,우성사
4510,20108511,할복,Disembowelme,19730413,한국,0,태창흥업
4511,19720032,삼국대협,Seize the Precious Sword,19720922,한국,2,(주)우진필림
4512,2009A129,석화촌,Oyster Village,19720322,한국,5,(주)우진필림
4513,19710104,소녀의 첫사랑,First Love,19710702,한국,1,삼영필림
4514,19710003,내 아들아,My Son,19710610,한국,1,덕영필림
4515,19710098,유쾌한 딸 7형제,Seven Jolly Sisters,19710603,한국,5,아성영화㈜
4516,19710088,나를 더 이상 괴롭히지 마라,Don't torture me anymore,19710409,한국,0,보한산업
4517,19710024,장군의 딸들,Daughters Of The General,19710227,한국,1,극동필름
4518,19710029,나에게 조건은 없다,I'm your family,19710127,한국,5,삼영필림
4519,20050246,나는 할렐루야 아줌마였다,I Was the Halleluiah Woman,19821021,한국,5,화풍흥업
4520,19810036,그대앞에다시서리라,I Will Stand In Front Of You Again,19811023,한국,5,화풍흥업
4521,19800123,미워할 수 없는 너,You Whom I Cannot Hate,19810111,한국,5,합동영화(주)
4522,19740065,진아의 편지,Jin-A'S Letter,19741115,한국,5,동아흥행㈜
4523,19740121,안개속의 초혼,Calling Soul In The Fog,19740920,한국,1,삼영필림
4524,19740007,청춘 불시착,A Crash Landing Of Youth,19740906,한국,1,신프로덕션
4525,19748171,속 눈물의 웨딩드레스,Wedding dress in tears 2,19740831,한국,1,(주)삼영필림
4526,19740051,청바지,Blue Jean,19740613,한국,1,신프로덕션
4527,20101129,맹물로 가는 자동차,A Car Moves By Water,19740323,한국,7,신프로덕션
4528,19740044,대형,Two Brothers,19740320,한국,1,우성사
4529,19730154,눈물의 웨딩드레스,Wedding Dress In Tears,19730721,한국,1,연방영화(주) 
4530,19730099,그 얼굴에 햇살을,Sunshine of the face,19730429,한국,1,(주)우진필림
4531,19720053,사랑하는 아들의 심판,To Judge One'S Beloved Son,19721104,한국,5,(주)우진필림
4532,19720002,이 생명 다시 한번,"My Life, Once More",19720215,한국,1,연방영화(주) 
4533,19880017,접시꽃 당신,You My Rose Mellow,19880319,한국,1,(주)황기성 사단
4534,19850023,추억의 빛,The Light Of Recollection,19850405,한국,5,(주)동아수출공사
4535,19580035,느티나무 있는 언덕,The Hill With Zelkova Tree,19581215,한국,5,동보영화사
4536,20100509,피아골,Piagol,19550923,한국,5,백호프로덕션
4537,19740009,여대생 가정부,College Girl Maidservant,19741127,한국,1,세경흥업(주)
4538,19740185,꽃상여,A flowery bier,19740929,한국,5,우성사
4539,19740049,설야,Snowy Night,19740523,한국,1,대영영화주식회사
4540,19958337,어둠 속의 목격자,The witness in the dark,19740420,한국,0,(주)화천공사
4541,19730048,쥬리아와 도꾸가와 이에야스,Julia And Tokukawa Ieyasu,19731027,한국,2,유림흥업
4542,19720011,대지옥,The Great Hell,19730101,한국,2,합동영화(주)
4543,19670063,사기왕 미스터 허,Swindler Mr. Heo,19670408,한국,7,동인프로덕션
4544,20141110,밀양 아리랑,Miryang Arirang - Legend of Miryang 2,20150716,한국,6,오지필름
4545,19630048,내 아내가 최고야,My Wife Is Best,19630727,한국,1,삼협영화사
4546,19600079,이별의 종착역,A Terminal Station Of A Saparation,19600617,한국,1,북삼산업사
4547,19600033,아들의 심판,A Son'S Judgement,19600526,한국,5,동보영화사
4548,19580067,나 혼자만이,I am Alone,19580405,한국,1,삼성영화사
4549,19560028,여성의 적,The Enemy Of Woman,19561115,한국,1,샛별영화사 
4550,19730053,흑녀,A Black Woman,19740209,한국,0,동아흥행㈜
4551,19820071,흑녀,Black Woman,19821016,한국,5,(주)삼영필림
4552,19800036,소권,So-Kwon Martial Arts,19800608,한국,2,태창흥업
4553,19650038,가시나이,The Young Girls,19650427,한국,2,합동영화(주)
4554,19600078,울지 않으련다,I Won'T Cry,19600622,한국,1,신흥영화사
4555,19600103,회정,The Return Way,19600115,한국,1,신흥영화사
4556,19570049,마인,The Devil,19570401,한국,5,동도공사 영화부
4557,19720119,체포령,A Warrant For An Arrest,19730113,한국,5,보한산업
4558,19930045,소녀 18세,A Girl At The Age Of 18,19931023,한국,5,동보흥행(주)
4559,19870037,딱 한번만 만나요,Just Once,19870627,한국,7,샘터
4560,19830054,0시의 호텔,Hotel At 00:00,19830520,한국,5,한림영화
4561,19750090,바보 용칠이,The Fool Yong-Chil (Babo Yongchil-I),19751105,한국,1,삼영필림
4562,19740138,망나니,An Executioner,19750412,한국,2,삼영필림
4563,19740115,청녀,Cheongnyeo,19740720,한국,5,(주)화천공사
4564,19800046,30일간의 야유회,The Picnic For 30 Days,19800802,한국,5,국제
4565,19790056,경찰관,Police Story,19791005,한국,5,합동영화사
4566,19790046,가을비 우산속에,Under An Umbrella,19790823,한국,5,(주)동아수출공사
4567,19720121,이모,Aunt,19730511,한국,1,유림흥업
4568,19720029,무릎 꿇고 빌련다,Kneel Down And Pray,19720426,한국,1,태창흥업
4569,19720093,밤길,On The Road At Night,19720316,한국,1,연방영화(주) 
4570,19570018,애원의 고백,The Confess,19570427,한국,1,동방영화사
4571,19970060,고수,High-grade Player,19980418,한국,2,푸른방송시네마
4572,19890082,건드리지 좀 마,Leave Me Alone,19891216,한국,0,(주)건화상사
4573,19750034,소림사의 결투,A Duel At The So-Rim Temple,19750215,한국,0,동아흥행㈜
4574,19740052,풍운의 권객,A Soldier Of Fortune,19740614,한국,7,대영영화주식회사
4575,20110020,이조 여인잔혹사,Women of Yi-Dynasty,19690502,한국,17,신필름
4576,19950088,독 안에 들어간 쥐 ,Trapped In Paradise,19950218,미국,7,이십세기폭스필름코퍼레이션
4577,19990110,에이미,Amy,19990102,호주,7,캐스케이드필름
4578,19810046,노상에서,On The Road,19811121,한국,5,대영영화주식회사
4579,19770040,캐논 청진공작,Mission Of Canon-Chungjin,19770723,한국,0,세경진흥(주)
4580,19760121,의혈문,"Yui Hyeol Mun, Righteous Martial Party",19761113,한국,0,대영영화주식회사
4581,19760003,오계,Five Commandments,19761001,한국,5,국제
4582,19760108,여수 대탈옥,Great Escape Of Women Prisoners,19760619,한국,5,태창흥업
4583,19760021,딸 삼형제,Three Sisters,19760501,한국,5,대영영화주식회사
4584,19768233,여자를 찾습니다,I Am Looking For A Wife,19760319,한국,1,한진흥업주식회사
4585,19740037,남사당,A troupe of strolling actors,19750419,한국,2,(주)동아수출공사
4586,19720106,옥녀의 한,Ok-Nyeo'S Resentment,19720629,한국,8,안양
4587,20119248,싼타 빅토리아의 비밀,The Secret of Santa Vittoria,19710709,미국,7,유나이티드 아티스트
4588,20030072,니모를 찾아서,Finding Nemo,20030605,미국,15,월트디즈니코리아㈜
4589,20040512,헌티드,The Hunted,20040312,미국,0,알파빌필름즈
4590,19980141,헌티드,The Hunted,19980516,미국,0,데이비스 엔터테인먼트 필름웍스
4591,20040770,써스펙트,The Pledge,20041231,미국,4,모건 크릭 프로덕션즈
4592,19980058,트렁크속의 연인들 ,Excess Baggage,19980110,미국,1,콜럼비아 픽쳐스 코포레이션
4593,19960083,유주얼 서스펙트,The Usual Suspects,19960127,미국,4,폴리그램 필름드 엔터테인먼트
4594,19940352,골든 볼,Golden Balls,19941022,스페인,7,로라 필름즈
4595,19750019,졸업시험,Graduation Examination,19751031,한국,1,신프로덕션
4596,19970285,악의 꽃 ,Inventing The Abbotts,19971108,미국,5,이십세기폭스필름코퍼레이션
4597,19600031,어머니의 힘,Mother'S Power,19600303,한국,1,동보영화사
4598,19580075,실락원의 별 2,The Star Of Lost Paradise (A Sequel),19580101,한국,1,동도영화사
4599,19570040,실락원의 별,The Star Of Lost Paradise,19570928,한국,1,동도영화사
4600,19570047,그 여자의 일생,Life of the Woman,19570512,한국,5,세기상사㈜
4601,19860013,자유부인 2,The Liberal Wife 2,19860308,한국,5,신한영화(주)
4602,20080699,자유부인 '81,Liberal Wife '81,19810613,한국,5,동아흥행㈜
4603,20080648,보통여자,The Kept Woman,19760320,한국,5,합동영화(주)
4604,19730027,별난 장군과 팔도부하,An Eccentric General And His Inferiors All Over The Country,19740320,한국,5,우성사
4605,19730105,축배,A Toast,19730801,한국,1,뉴코리아영화(주)
4606,19720117,나와 나,"Me, myself and I",19730113,한국,1,새한필림
4607,19720096,어디로 가야하나,Where Should I Go?,19720504,한국,1,태창흥업
4608,19710010,경복궁의 여인들,The women of Kyeongbokgung,19720513,한국,5,(주)우진필림
4609,19710008,미워도 안녕,Until Next Time,19720401,한국,1,연방영화(주) 
4610,19710129,두 줄기 눈물 속에,Sorrow In Tears,19711201,한국,0,양지필름
4611,19710126,빗 속에 떠날 사람,Leaving In The Rain,19711127,한국,1,보한산업
4612,19710044,내 아내여,My Wife,19711001,한국,1,삼영필림
4613,19710174,간다고 잊을소냐,I can't forget you,19710925,한국,5,남화
4614,19710114,죄 많은 여인,A Guilty Woman,19710908,한국,1,덕영필림
4615,19710111,어느 여도박사,A Woman Gambler,19710826,한국,1,극동필름
4616,19710027,속 두아들,Two Sons(Sequel),19710701,한국,5,삼영필림
4617,19710101,이복 삼형제,Three Half-Brothers,19710619,한국,1,태창흥업
4618,19710085,그날 밤 생긴 일,What happened that night,19710401,한국,1,새한필림
4619,19710083,미스 리,His Double Life,19710325,한국,1,연방영화(주) 
4620,19710076,현상붙은 4인의 악녀,"My Love, My Foe",19710127,한국,0,보한산업
4621,20100477,오발탄,An Aimless Bullet,19610413,한국,5,대한영화사
4622,20112061,주검의 상자,The Boxes of Death,19550611,한국,5,리버티 프로덕션
4623,19840034,초대받은 성웅들,Invited Saints,19840428,한국,5,연방영화(주) 
4624,19950021,검으나 땅에 희나 백성,The people in white,19971206,한국,5,배용균프로덕션
4625,19880073,사랑의 낙서,Love'S Scribble,19881203,한국,5,태창흥업
4626,19770010,너는 달 나는 해,You Are The Sun And I'M The Moon,19770317,한국,5,동아흥행㈜
4627,19760038,이런 마음 처음이야,I'Ve Never Had This Of Mind,19761218,한국,5,(주)우진필림
4628,19920391,혈염홍진,Mega Force From Highland,19921224,홍콩,0,범진영화(주)
4629,19780005,불타는 정무문,The Burning Jungmu Martial Arts Hall,19780206,한국,2,남아진흥
4630,19770029,유성검,The Yuseong Sword,19770512,한국,2,삼영필림
4631,19770013,속 정무문,Jeongmu Martial Arts(Sequel),19770319,한국,2,남아진흥
4632,20150801,은밀한 방문자,Secret Visitor,20150916,한국,1,(주)케이알씨지
4633,20143250,환상,Fantasy,20141030,한국,1,(주)케이알씨지
4634,20100175,오페라-카르멘(메트로폴리탄),Opera-Carmen,20100404,미국,20,메트로폴리탄 오페라
4635,19920047,소녀경,The Maiden Scriptures,19920925,한국,19,(주)동아수출공사
4636,19830051,비련,Tragic Love,19830423,한국,5,남아진흥(주)
4637,19830009,금지된 사랑,A Forbidden Love,19830219,한국,5,(주)동아수출공사
4638,19800134,피막,The Hut,19810613,한국,8,세경흥업(주)
4639,19790049,O녀,Zero Woman,19790901,한국,5,동아흥행㈜
4640,20080899,살인나비를 쫓는 여자,A Woman After a Killer Butterfly,19791208,한국,5,(주)우진필림
4641,19780012,추하 내사랑,"Chu-Ha, My Love",19780325,한국,5,동아흥행㈜
4642,19770052,독수리 전선,Battle Of Eagle,19770916,한국,5,(주)화천공사
4643,19760028,원산공작,Wonsan Secret Operation,19760820,한국,5,세경흥업(주)
4644,19740131,악명,Notoriety,19741214,한국,0,한진흥업주식회사
4645,19740063,비에 젖은 입술,Wet Lips In Rain,19741026,한국,1,대영영화주식회사
4646,19740046,신설,First Snow,19740420,한국,5,동아흥행㈜
4647,19740022,연풍,Sweet Wind,19740329,한국,1,동아흥행㈜
4648,19730111,마음은 푸른 하늘,My Heart Is Blue Sky,19731130,한국,5,동아흥행㈜
4649,19730107,하숙 인생,A Lodger's Life,19731013,한국,1,세기상사㈜
4650,19710009,슬픈 꽃잎이 질 때,When Flowers Sadly Fade Away,19720428,한국,1,보한산업
4651,19710131,두 딸,Two Daughters,19711204,한국,1,(주)우진필림
4652,19718053,쇠사슬을 끊어라,Break up the chain,19711125,한국,5,한국영화사
4653,19710108,한 많은 두 여인,Two Women Pent Up With Grudge,19710814,한국,5,(주)삼영필림
4654,19960053,환희,Joy,19960810,한국,2,(주)대동흥업
4655,19920055,역사는 이렇게 시작됐다,This Is How It Began,19920101,한국,5,길영화사
4656,19820057,조용한 방,Quiet Room,19820821,한국,5,대양필름(주)
4657,19820038,여자의 함정,A Woman'S Trap,19820522,한국,5,대영영화주식회사
4658,19808197,화요일 밤의 여자,The Woman of Tuesday Night ,19810412,한국,5,(주)동협상사
4659,19790059,독신녀,A Single Woman,19791027,한국,5,삼영필림
4660,19760173,돌아온 팔도강산,"Return To Fatherland, Korea",19761009,한국,5,태창흥업
4661,19740084,황혼의 만하탄,Manhattan At Sunset,19750717,한국,1,(주)동아수출공사
4662,20154861,젊은 엄마 3,Young Mother 3,20150903,한국,1,골든타이드픽처스(주)
4663,19750095,광녀,A Mad Woman,19751115,한국,0,(주)삼영필림
4664,19750041,폭력은 없다,No Violence,19750418,한국,1,삼영필림
4665,19730110,잡초,Weeds,19731121,한국,1,삼영필림
4666,19730156,명동을 떠나면서,Leaving Myeong Dong,19730301,한국,0,명보영화(주)
4667,19720051,인생 우등생,An Honorable Student Of Life,19721006,한국,5,유림흥업
4668,19720112,유정 30년,30 Years Of Love,19720826,한국,1,남화
4669,19720111,며느리,Daughters-In-Law,19720805,한국,5,합동영화(주)
4670,19720102,명동 잔혹사,Cruel History Of Myeong Dong,19720604,한국,0,새한필림
4671,19720044,방자와 향단이,Bang Ja And Hyang Dan-Yi,19720325,한국,1,합동영화(주)
4672,19710137,현대인,Today'S Men,19720101,한국,1,합동영화(주)
4673,19710183,다섯개의 단검,Five Daggers,19711210,한국,2,한국영화사
4674,19710095,사나이 가슴에 비가 내린다,It Rains On The Heart Of A Man,19710522,한국,1,동양영화사
4675,19710090,72K 다이야를 찾아라,Find the 72 karat diamond,19710429,한국,0,대양필름(주)
4676,19710077,무정의 네온가,Sad Neon Lights,19710210,한국,0,아세아프로덕션
4677,19710075,원한의 거리에 눈이 내린다,Snow Falls on the Bloody Street,19710127,한국,5,삼영필림
4678,19710233,한국 제일의 사나이,Number One In The Country,19710109,한국,0,삼영필림
4679,19710102,암흑가의 공포,Horror In The Underworld,19710625,한국,13,대양필름(주)
4680,19710074,당신과 나 사이에,Between You And Me,19710115,한국,1,연방영화(주) 
4681,19680070,미워하지 않겠다,I Won'T Hate You,19690101,한국,1,신필름
4682,19960012,천년환생,The Cemetery Under The Moon,19980615,한국,8,동아흥행㈜
4683,19940040,무거운 새,A Heavy Bird,19940521,한국,5,은아필름
4684,19850005,산딸기 2,Wild Strawberries 2,19850202,한국,5,남아진흥(주)
4685,19790043,땅콩껍질속의 연가,Love Song In A Peanut Shell,19790728,한국,5,한진흥업주식회사
4686,20010012,천사의 시,The Angel'S Poem,20010101,한국,5,영한필림
4687,19940014,립스틱 그리고 남자의 사랑,Lipstick And A Man'S Love,19941103,한국,5,(주)반도영상
4688,19850070,밤을 벗기는 독장미,Poisonous Rose Stripping The Night,19851102,한국,5,연방영화(주) 
4689,19840021,스타페리 불청객,The Uninvited Guest Of The Star Ferry,19840316,한국,5,연방영화(주) 
